ID	DOCULECT	CONCEPT	GERMAN	CONCEPTICON	CONCEPTICON_GLOSS	IDS	VALUE	FORM	TOKENS	ORIGIN	SOURCE	SOURCE_FORM	MORPHEMES	COGIDS	NOTE	ROOTIDS
190	German	stepson	der Stiefsohn	1059	STEPSON	2-730	der Stiefsohn	stiefsohn	ʃ t iː f + z oː n				step son	16 23		0
191	German	stepdaughter	die Stieftochter	1058	STEPDAUGHTER	2-740	die Stieftochter	stieftochter	ʃ t iː f + t ɔ x t ə r				step daughter	16 18		0
192	German	orphan	der Waise	1149	ORPHAN	2-750	der Waise	waise	v ai z + ə	Stammwort			orphan _-:suffix.f.s/e	1188 91		0
193	German	widow	die Witwe	1756	WIDOW	2-760	die Witwe	witwe	v ɪ t v + ə	Stammwort			widow _-:suffix.f.s/e	683 91		0
194	German	widower	der Witwer	1981	WIDOWER	2-770	der Witwer	witwer	v ɪ t v + ə r				widow _-:n.m/er	683 331		0
195	German	relatives, kinsmen	die Verwandtschaft	1644	RELATIVES	2-810	der Verwandte	verwandte	f ɛ r + v a n t + ə				_-:prefix/ver relatives _-:suffix.pl/e	138 193 1240	! can be analyzed differently, but not transparent	0
196	German	relatives, kinsmen	die Verwandtschaft	1644	RELATIVES	2-810	die Verwandtschaft	verwandtschaft	f ɛ r + v a n t + ʃ a f t				_-:prefix/ver relatives _-:suffix/schaft	138 193 231		0
197	German	family	die Familie	194	FAMILY	2-820	Familie	familie	f a m iː l iː + ə	Entlehnung	l	familia	family _-:suffix.f.s/e	737 91		0
198	German	I	ich	1209	I	2-910	ich	ich	ɪ ç	Stammwort			I:1st	36		0
199	German	you (singular)	du	1215	THOU	2-920	du	du	d uː	Stammwort			thou	950		0
200	German	you (singular)	du (Höflichkeitsform)	3292	THOU (HONORIFIC)	2-920	Sie	Sie	z iː	S			they	4		0
201	German	he/she/it	er		HE	2-930	er	er	eː r				he	954		0
202	German	he/she/it	sie		SHE	2-930	sie	sie	z iː	Stammwort			she	22		0
203	German	he/she/it	es		IT	2-930	es	es	ɛ s				eat	154		0
204	German	we	wir	1212	WE	2-940	wir	wir	v iː r	Stammwort			we	649		0
205	German	we (inclusive)	wir (inklusiv)	1131	WE (INCLUSIVE)	2-941	wir	wir	v iː r	Stammwort			we	649		0
206	German	we (exclusive)	wir (exklusiv)	1130	WE (EXCLUSIVE)	2-942	wir	wir	v iː r	Stammwort			we	649		0
207	German	you (plural)	ihr (2te Plural)	1213	YOU	2-950		ihr	iː r	S			you	719		0
208	German	you (plural)	sie (2te Plural in Höflichkeitsform)	3293	YOU (HONORIFIC)	2-950		Sie	z iː	S			they	4		0
209	German	they	sie (Plural)	817	THEY	2-960	sie	sie	z iː	Stammwort			they	4		0
210	German	animal	das Tier	619	ANIMAL	3-110	das Tier	tier	t iː r	Stammwort			animal	745		0
211	German	male (adj)	männlich (vom Tier)	2263	MALE (OF ANIMAL)	3-120	männlich	männlich	m ɛ/a n + l ɪ ç				man _-:suffix/lich	160 161		0
212	German	female (adj)	weiblich (von Tieren)	2262	!FEMALE (OF ANIMAL)	3-130	weiblich	weiblich	v ai p/b + l ɪ ç	female /lich			femaile _-:suffix/lich	695 161		0
213	German	livestock	das Vieh	631	LIVESTOCK	3-150	das Vieh	vieh	f iː	Stammwort			livestock	980		0
214	German	pasture	die Weide	649	PASTURE	3-160	die Weide	weide	v ai d + ə				pasture _-:suffix.f.s/e	1187 91		0
215	German	herdsman	der Hirte	263	HERDSMAN	3-180	der Hirte	hirt	h ɪ r t + ə	Stammwort			herdsman _-:suffix.m.s/e	1101 1241		0
216	German	stable, stall	der Stall	851	STABLE	3-190	der Stall	stall	ʃ t a l	Stammwort			stable	431		0
217	German	cattle (bovine)	das Vieh	1153	CATTLE	3-200	die Rinder	rinder	r ɪ n d + ə r				cow _-:pl/er	61 141		0
218	German	cattle (bovine)	das Vieh	1153	CATTLE	3-200	das Rindvieh	rindvieh	r ɪ n t/d + f iː				cow cattle	61 62		0
219	German	bull	der Stier	1008	BULL	3-210	der Stier	stier	ʃ t iː r	Entlehnung			bull	1017		0
220	German	bull	der Stier	1008	BULL	3-210	der Bulle	bulle	b ʊ l + ə				bull _-:suffix.m.s/e	878 1241		0
221	German	ox	der Ochse	1169	OX	3-220	der Ochse	ochse	ɔ k s ə	Stammwort			?	0		0
222	German	ox	der Stier		!BULL	3-220	der Stier	stier	ʃ t iː r	Entlehnung			bull	1017		0
223	German	cow	die Kuh	1007	COW	3-230	die Kuh	kuh	k uː	Stammwort			cow	0		0
224	German	calf	das Kalb	1989	CALF	3-240	das Kalb	kalb	k a l p/b	Stammwort			calf	1121		0
225	German	sheep	das Schaf	1331	SHEEP	3-250	das Schaf	schaf	ʃ aː f	Stammwort			sheep	45		0
226	German	ram	der Widder	1344	RAM	3-260	Widder	widder	v ɪ d ə r	Stammwort			ram	1207		0
227	German	ram	der Schafbock	1344	RAM	3-260		schafbock	ʃ aː f + b ɔ k				sheep male-animal	45 192		0
228	German	ewe	das Mutterschaf	1345	EWE	3-280	das Mutterschaf	mutterschaf	m ʊ t ə r + ʃ aː f				mother sheep	0 45		0
229	German	lamb	das Lamm	820	LAMB	3-290	das Lamm	lamm	l a m	Stammwort			lamb	0		0
230	German	boar	der Eber	1348	BOAR (MALE PIG)	3-320	der Eber	eber	eː b ə r	Stammwort			boar	904		0
231	German	sow (2)	die Sau	1351	SOW (FEMALE PIG)	3-340	die Sau	sau	z au	Stammwort			female_pig	241		0
232	German	pig	das Schwein	1337	PIG	3-350	das Schwein	schwein	ʃ v ai n	Stammwort			pig	1060		0
233	German	goat	die Ziege	1502	GOAT	3-360	die Ziege	ziege	ts iː g + ə	Stammwort			goat _-:suffix.f.s/e	548 91		0
234	German	goat	die Geiß	1502	GOAT	3-360	die Geiß	geiß	g ai s	Stammwort			goat/Geiß	1154	dialectal	0
235	German	he-goat	der Ziegenbock	2475	MALE GOAT	3-370	der Ziegenbock	ziegenbock	ts iː g + ə + n + b ɔ k	Stammwort			goat _-:suffix.f.s/e _-:infix/n male-animal	548 91 104 192		0
236	German	kid	das Ziegenkitz 	1972	KID	3-380	das Ziegenkitz	ziegenkitz	ts iː g + ə + n + k ɪ ts				goat _-:suffix.f.s/e _-:infix/n ?	548 91 682 ?		0
237	German	horse (equine)	das Pferd	615	HORSE	3-410	das Pferd	pferd	pf eː r t/d	Entlehnung			?	0		0
238	German	horse (equine)	das Pferd	615	HORSE	3-410	das Ross	ross	r ɔ s				male-horse	50	unusual	0
239	German	horse (equine)	das Pferd	615	HORSE	3-410	der Gaul	gaul	g au l	Stammwort			horse	1153	rare	0
240	German	stallion	der Hengst	936	STALLION	3-420	der Hengst	hengst	h ɛ ŋ s t	Stammwort			stallion	434		0
241	German	mare	die Stute	938	MARE	3-440	die Stute	stute	ʃ t uː t + ə	Stammwort			mare _-:suffix.f.s/e	1056 91		0
242	German	mare	die Mähre	938	MARE	3-440	die Mähre	mähre	m ɛː r ə	Stammwort			?	0		0
243	German	foal, colt	das Fohlen	1647	FOAL	3-450	das Fohlen	fohlen	f oː l + ə n	?			foal _-:suffix.n.s/en	995 1214		0
244	German	ass, donkey	Esel	1862	DONKEY	3-460	der Esel	esel	eː z ə l	Entlehnung			donkey	955		0
245	German	mule	das Maultier	890	MULE	3-470	das Maultier	maultier	m au l + t iː r				mouth/maul animal	167 745		0
246	German	mule	der Maulesel 		!HINNY	3-470	der Maulesel	maulesel	m au l + eː z ə l	Hybridbildung			mouth/maul donkey	167 955		0
247	German	fowl	das Geflügel	265	FOWL	3-500	Geflügel	geflügel	g ə + f l yː g + ə l	Stammwort			_-:prefix/ge fly _-:dim/el	139 689 796		0
248	German	cock, rooster	der Hahn	1511	ROOSTER	3-520	Hahn	hahn	h aː n	Stammwort			rooster	1084		0
249	German	hen	das Huhn	1514	HEN	3-540	das Huhn	huhn	h uː n	Stammwort			chicken	63		0
250	German	hen	das Huhn	1514	HEN	3-540	die Henne	henne	h ɛ n + ə	Stammwort			hen _-:suffix.f.s/e	1096 91		0
251	German	chicken	das Huhn	1318	CHICKEN	3-550	das Huhn	huhn	h uː n	Stammwort			chicken	63		0
252	German	chicken	das Huhn	1318	CHICKEN	3-550		hühnchen	h yː/uː n + ç ə n				chicken _-:dim/chen	63 56		0
253	German	little cake	das Huhn		!CHICKEN	3-550	Küchlein	küchlein	k yː/ʊː ç/x + l ai n	Stammwort			*cake _-:dim/lein	0 64	old	0
1905	German	cake							k uː x + ə n				cake _-:suffix.m.s/en	829 922		
254	German	goose	die Gans	1187	GOOSE	3-560	die Gans	gans	g a n s	Stammwort			goose	804		0
255	German	duck	die Ente	1360	DUCK	3-570	die Ente	ente	ɛ n t ə	Stammwort			duck	0		0
256	German	nest	das Nest	539	NEST	3-580	das Nest	nest	n ɛ s t	Stammwort			?	0		0
257	German	bird	der Vogel	937	BIRD	3-581	der Vogel	vogel	f oː g ə l	Stammwort			bird	896		0
258	German	seagull	die Möwe	950	SEAGULL	3-582	die Möwe	möwe	m øː v + ə	Stammwort			seagull _-:suffix.f.s/e	251 91		0
259	German	heron	der Reiher	758	HERON	3-583	Reiher	reiher	r ai ə r	Stammwort			heron	895		0
260	German	eagle	der Adler	1905	EAGLE	3-584	der Adler	adler	aː d l ə r	Stammwort			eagle	937		0
261	German	hawk	der Falke	3258	FALCON	3-585	der Falke	falke	f a l k + ə	Nicht etymologisierbar			hawk _-:suffix.m.s/e	968 1241		0
262	German	hawk	der Habicht	307	HAWK	3-585	der Habicht	habicht	h aː b ɪ ç t	Stammwort			hawk	1081		0
263	German	vulture	der Geier	1185	VULTURE	3-586	der Geier	geier	g ai ə r	Stammwort			vulture	625		0
264	German	bat	die Fledermaus	1793	BAT	3-591	die Fledermaus	fledermaus	f l eː d ə r + m au s	Stammwort			?/Fleder mouse	987 987		0
265	German	parrot	der Papagei	882	PARROT	3-592	Papagei	papagei	p a p a g ai	Entlehnung	frz	papegai	parrot	0		0
266	German	crow	die Krähe	913	CROW	3-593	Krähe	krähe	k r ɛː ə	Stammwort			?	0		0
267	German	dove	die Taube	1853	DOVE	3-594	die Taube	taube	t au b + ə	Stammwort			dove _-:suffix.f.s/e	754 91		0
268	German	owl	die Eule	735	OWL	3-596	die Eule	eule	ɔi l ə	Stammwort			?	0		0
269	German	dog	der Hund	2009	DOG	3-610	der Hund	hund	h ʊ n t/d	Stammwort			dog	1112		0
270	German	rabbit	das Kaninchen	1136	RABBIT	3-614	das Kaninchen	kaninchen	k a n iː n + ç ə n	Entlehnung			*rabbit _-:dim/chen	1124 56		0
271	German	cat	der Kater		!MALE CAT	3-620	der Kater	kater	k aː t + ə r				cat _-:suffix/er	827 100		katz 0
272	German	cat	die Katze		!FEMALE CAT	3-620	die Katze	katze	k a ts + ə	Wanderwort			cat _-:suffix.f.s/e	828 91		katz 0
273	German	opossum	die Beutelratte	309	OPOSSUM	3-622	die Beutelratte	beutelratte	b ɔi t + ə l + r a t + ə				booty _-:dim/el rat _-:suffix.f.s/e	871 796 91 91		0
274	German	opossum	die Beutelratte	309	OPOSSUM	3-622	das Opossum	opossum	oː p ɔ s ʊ m	E			!opossum	0		0
275	German	mouse, rat	die Maus		!MOUSE	3-630	Maus	maus	m au s	Stammwort			mouse	0		0
276	German	mouse, rat	die Ratte		!RAT	3-630	Ratte	ratte	r a t + ə	Entlehnung			rat _-:suffix.f.s/e	91 91		0
277	German	fish	der Fisch	227	FISH	3-650	der Fisch	fisch	f ɪ ʃ	Stammwort			fish	99		0
278	German	fin (dorsal)	die Finne	213	FIN	3-652	die Finne	finne	<finne>				?	0		0
279	German	fin (dorsal)	die Finne	213	FIN	3-652	die Rückenflosse	rückenflosse	r y k + ə n + f l ɔ s + ə				back _-:suffix.m.s/en *fin _-:suffix.f.s/e	735 922 51 91		0
280	German	fin (dorsal)	die Finne	213	!FIN	3-652	die Flosse	flosse	f l ɔ s + ə	Stammwort			*fin _-:suffix.f.s/e	51 91		0
281	German	fishscale	die Fischschuppe	266	SCALE	3-653	die Schuppe	schuppe	ʃ ʊ p + ə	Stammwort			scale _-:suffix.f.s/e	233 91		0
282	German	gill	die Kieme	1916	GILL	3-654	die Kieme	kieme	k iː m + ə	Stammwort			gill _-:suffix.f.s/e	1140 91		0
283	German	shell	die Muschel	598	SHELL	3-655	die Muschel	muschel	m ʊ ʃ ə l	Entlehnung			shell	0		0
284	German	shark	der Hai	1110	SHARK	3-661	der Hai	hai	h ai	Entlehnung	nndl	haai	shark	277		0
285	German	shark	der Hai	1110	SHARK	3-661	der Haifisch	haifisch	h ai + f ɪ ʃ				shark fish	277 99		0
286	German	porpoise, dolphin	der Delphin	1479	DOLPHIN	3-662	der Delphin	delphin	d ɛ l f iː n	Entlehnung			!dolphin	776		0
287	German	porpoise, dolphin	der Delphin	1479	DOLPHIN	3-662	der Tümmler	tümmler	t y m Ø/ə l + ə r	Entlehnung			*bustle _-:suffix/er	774 100		0
288	German	whale	der Wal	957	WHALE	3-663	der Wal	wal	v aː l	Stammwort			whale	660		0
289	German	stingray	der Stachelrochen	1910	STINGRAY	3-664	der Stachelrochen	stachelrochen	ʃ t a x + ə l + r ɔ x + ə n				stick _-:dim/el stingray _-:suffix.m.s/en	447 796 917 922		0
290	German	freshwater eel	der Flussaal	1013	FRESHWATER EEL	3-665	der Flussaal	flusssaal	f l ʊ s + aː l				river eal	556 108		0
291	German	freshwater eel	der Flussaal	1013	FRESHWATER EEL	3-665	der Aal	aal	aː l	Stammwort			eal	108		0
292	German	wolf	der Wolf	522	WOLF	3-710		wolf	v ɔ l f				wolf	693		0
293	German	lion	der Löwe	1386	LION	3-720	Löwe	löwe	l øː v ə	Exotismus	l	leo	?	0		0
294	German	bear	der Bär	1820	BEAR	3-730	der Bär	bär	b ɛː r				bear	223		0
295	German	fox	der Fuchs	1312	FOX	3-740	der Fuchs	fuchs	f u k s				fox	1007		0
296	German	deer	der Hirsch	1936	DEER	3-750	der Hirsch	hirsch	h ɪ r ʃ	Stammwort			deer	1100		0
297	German	deer	das Reh	1936	DEER	3-750	das Reh	reh	r eː	Stammwort			deer	0		0
298	German	monkey	der Affe	1350	MONKEY	3-760	Affe	affe	a f + ə	Nicht etymologisierbar			ape _-:suffix/e	0 91		0
299	German	elephant	der Elefant	1290	ELEPHANT	3-770	der Elefant	elefant	eː l eː f a n t	Entlehnung			?	0		0
300	German	camel	das Kamel	1871	CAMEL	3-780	das Kamel	kamel	k a ˈ m eː l	Entlehnung	gr	kámElos	*camel	1122		0
301	German	insect	das Insekt	620	INSECT	3-810	das Insekt	insekt	ɪ n z ɛ k t	Entlehnung	l	Insecta	insect	0		0
302	German	louse	die Laus	1392	LOUSE	3-811	die Laus	laus	l au s	Stammwort			louse	0		0
303	German	nit (louse egg)	die Nisse	267	NIT	3-812	die Nisse	nisse	n ɪ s + ə				_-:suffix/nis _-:suffix.f.s/e	71 91		0
304	German	nit (louse egg)	die Nisse	267	NIT	3-812	das Lausei	lausei	l au s + ai				louse egg	0 121		0
305	German	flea	der Floh	232	FLEA	3-813	der Floh	floh	f l oː	Stammwort			flea	103		0
306	German	centipede	der Tausendfüßler	1974	CENTIPEDE	3-814		tausendfüßler	t au z ə n t/d + f yː s + l ə r				thousand feet _-:suffix/ler	552 743 744		0
307	German	scorpion	der Skorpion	1538	SCORPION	3-815	Skorpion	skorpion	s k ɔ r p iː oː n	Entlehnung	l	scorpio	*scorpion	256		0
308	German	cockroach	die Schabe	1575	COCKROACH	3-816		küchenschabe	k y/ɔ ç/x + ə + n + ʃ aː b + ə				kitchen _-:suffix.f.s/e _-:infix/n scrape _-:suffix.f.s/e	1085 91 104 254 91		0
309	German	cockroach	die Schabe	1575	COCKROACH	3-816	Kakerlak	kakerlak	k aː k e r l aː k ə	Entlehnung			cockroach	1128		0
310	German	ant	die Ameise	587	ANT	3-817	die Ameise	ameise	aː m ai z ə	Stammwort			ant	938		0
311	German	spider	die Spinne	843	SPIDER	3-818	die Spinne	spinne	ʃ p ɪ n + ə	Stammwort			spin _-:suffix.f.s/e	405 91		0
312	German	spider web	das Spinnennetz	1065	SPIDER WEB	3-819	das Spinnennetz	spinngewebe	ʃ p ɪ n + ə + n + n ɛ ts				spin _-:suffix.f.s/e _-:infix/n ?	405 91 406 ?		0
313	German	bee	die Biene	665	BEE	3-820	die Biene	biene	b iː n + ə	Nicht etymologisierbar			bee _-:suffix.f.s/e	832 91		0
314	German	beeswax	das Bienenwachs	1931	BEESWAX	3-821	das Bienenwachs	bienenwachs	b iː n + ə + n + v a k s				bee _-:suffix.f.s/e _-:infix/n ?	832 91 688		0
315	German	beehive	die Bienenwabe	88	BEEHIVE	3-822	die Bienenwabe	bienenwabe	b iː n + ə + n + v aː b + ə 				bee _-:suffix.f.s/e _-:infix/n beehive ?	832 91 104 150 151		0
316	German	wasp	die Wespe	1517	WASP	3-823	die Wespe	wespe	v ɛ s p + ə	Stammwort			wasp _-:suffix.f.s/e	646 91		0
317	German	fly	die Fliege	1504	FLY (INSECT)	3-830		fliege	f l iː g + ə				fly _-:suffix.f.s/e	104 91		0
318	German	sandfly (midge), gnat	die Sandfliege	95	SANDFLY	3-831	Sandmücke	sandmücke	z a n t/d + m y k + ə	Stammwort			sand mosquito _-:suffix.f.s/e	221 247 91		0
319	German	sandfly (midge), gnat	die Sandfliege	95	SANDFLY	3-831	die Sandfliege	sandfliege	z a n t/d + f l iː g + ə				sand fly _-:suffix.f.s/e	221 104 91		0
320	German	mosquito	die Mücke	1509	MOSQUITO	3-832	die Stechmücke	stechmücke	ʃ t ɛ ç/k + m y k + ə				stinge /e _-:suffix.f.s/e	428 247 91		0
321	German	mosquito	die Mücke	1509	MOSQUITO	3-832	die Mücke	mücke	m y k + ə				mosquito _-:suffix.f.s/e	247 91		0
322	German	mosquito	die Mücke	1509	MOSQUITO	3-832	der Moskito	moskito	m ɔ s k iː t oː	Entlehnung	span	mosquito	?	0		0
323	German	worm	der Wurm	1219	WORM	3-840	Wurm	wurm	v ʊ r m	Stammwort			worm	711		0
324	German	snake	die Schlange	730	SNAKE	3-850	die Schlange	schlange	ʃ l a ŋ + ə	Stammwort			snake _-:suffix.f.s/e	371 91		0
325	German	firefly	das Glühwürmchen	206	FIREFLY	3-910	das Glühwürmchen	glühwürmchen	g l yː + v y/ʊ r m + ç ə n				glow worm _-:dim/chen	475 711 56		0
326	German	butterfly	der Schmetterling	1791	BUTTERFLY	3-920	der Schmetterling	schmetterling	ʃ m ɛ t ə r + l ɪ ŋ	Stammwort			butterfly _-:suffix/ling	1034 604		0
327	German	grasshopper	die Heuschrecke	607	GRASSHOPPER	3-930	die Heuschrecke	heuschrecke	h ɔi + ʃ r ɛ k + ə	Stammwort			hay jump-up _-:suffix.f.s/e	570 1043 91		0
328	German	snail	die Schnecke	1543	SNAIL	3-940	die Schnecke	schnecke	ʃ n ɛ k + ə	Stammwort			snail _-:suffix.f.s/e	370 91		0
329	German	frog	der Frosch	503	FROG	3-950	der Frosch	frosch	f r ɔ ʃ	Stammwort			frog	1004		0
330	German	lizard	die Eidechse	632	LIZARD	3-960	die Eidechse	eidechse	ai d + ɛ k s + ə	Stammwort			lizard ? _-:suffix.f.s/e	808 927 91		0
331	German	crocodile, alligator	das Krokodil	1857	CROCODILE	3-970	das Krokodil	krokodil	k r oː k oː d iː l	Entlehnung	l	crocodIlus	crocodile	0		0
332	German	crocodile, alligator	das Krokodil	1857	CROCODILE	3-970	der Alligator	alligator	a l iː g aː t oː r	Entlehnung	frz	alligator	alligator	0		0
333	German	crocodile, alligator	das Krokodil	1857	CROCODILE	3-970	der Kaiman	kaiman	k ai m aː n	E			*caiman	1133		0
334	German	turtle	die Schildkröte	112	TURTLE	3-980		schildkröte	ʃ ɪ l t/d + k r øː t ə				shield toad	597 598		0
335	German	body	der Körper	1480	BODY	4-110	der Leib	leib	l ai p/b	Stammwort			body	0		0
336	German	body	der Körper	1480	BODY	4-110	der Körper	körper	k œ r p ə r	Entlehnung	l	corpus	*body	805		0
337	German	skin, hide	die Haut	763	SKIN	4-120	die Haut	haut	h au t	Stammwort			skin:N	346		0
338	German	skin, hide	das Fell			4-120	das Fell	fell	f ɛ l	Stammwort			fur	353	wrong translation	0
339	German	flesh	das Fleisch	2259	FLESH	4-130	das Fleisch	fleisch	f l ai ʃ	Stammwort			flesh	791		0
340	German	hair (head)	das Haar	2648	HAIR (HEAD)	4-140	das Haar	haar	h aː r				hair	806		0
341	German	beard	der Bart	678	BEARD	4-142	der Bart	bart	b aː r t	Stammwort			beard	842		0
342	German	body hair	das Körperhaar	189	HAIR (BODY)	4-144	das Körperhaar	körperhaar	k œ r p ə r + h aː r				*body hair	805 806		0
343	German	body hair	das Körperhaar	189	HAIR (BODY)	4-144	das Fell	fell	f ɛ l	Stammwort			fur	353		0
344	German	pubic hair	das Schamhaar	36	PUBIC HAIR	4-145	das Schamhaar	schamhaar	ʃ aː m + h aː r				shame hair	275 806		0
345	German	dandruff	die Schuppen	576	DANDRUFF	4-146	die Schuppen	schuppen	ʃ ʊ p + ə n	Stammwort			scale _-:suffix.pl/en	233 17		0
346	German	blood	das Blut	946	BLOOD	4-150	das Blut	blut	b l uː t	Stammwort			blood	803		0
347	German	vein, artery	die Ader	525	BLOOD VESSEL	4-151	Ader	ader	aː d ə r	Stammwort			blood-vessel	936		0
348	German	vein, artery	die Arterie		!ARTERY	4-151	Arterie	arterie	a r t eː r iː + ə	Entlehnung	l	artEria	artery _-:suffix.f.s/e	621 91		0
349	German	bone	der Knochen	1394	BONE	4-160	Knochen	knochen	k n ɔ x + ə n	Stammwort			bone _-:suffix.m.s/en	795 922		0
350	German	bone	der Knochen	1394	BONE	4-160	das Knochenbain	knochenbein	k n ɔ x + ə n + b ai n				bone _-:suffix.m.s/en bone→leg	795 922 325		0
351	German	rib	die Rippe	801	RIB	4-162	die Rippe	rippe	r ɪ p + ə	Stammwort			rip _-:suffix.f.s/e	913 91		0
352	German	horn	das Horn (anatomisch)	1393	HORN (ANATOMY)	4-170	das Horn	horn	h ɔ r n	Stammwort			horn	1071		0
353	German	tail	der Schwanz	1220	TAIL	4-180	der Schwanz	schwanz	ʃ v a n ts	Stammwort			tail	493		0
354	German	tail	der Schwanz	1220	TAIL	4-180	der Schweif	schweif	ʃ v ai f	Stammwort			tail	492	rare	0
355	German	back	der Rücken	1291	BACK	4-190	der Rücken	rücken	r y k + ə n	Stammwort			back _-:suffix.m.s/en	735 922		0
356	German	spine	die Wirbelsäule	805	SPINE	4-191	das Rückgrat	rückgrat	r y k + g r aː t	Stammwort			back /grat	735 409	rare	0
357	German	spine	die Wirbelsäule	805	SPINE	4-191	die Wirbelsäule	wirbelsäule	v ɪ r b ə l + z ɔi l + ə				vertebra column _-:suffix.f.s/e	410 411 91		0
358	German	head	der Kopf	1256	HEAD	4-200	der Kopf	kopf	k ɔ p͡f	Entlehnung			head	127		0
359	German	head	der Kopf	1256	HEAD	4-200	das Haupt	haupt	h au p t	Stammwort			?	1086	old	0
360	German	side of head, temple	die Schläfe	1604	TEMPLES	4-201	die Schläfe	schläfe	ʃ l ɛː/aː f + ə	Stammwort			sleep _-:suffix.f.s/e	356 91		0
361	German	skull	der Schädel	1605	SKULL	4-202	der Schädel	schädel	ʃ ɛː d ə l	Stammwort			skull	351		0
362	German	skull	der Schädel	1605	SKULL	4-202	die Hirnschale	hirnschale	h ɪ r n + ʃ aː l + ə	SS			brain scale _-:suffix.f.s/e	807 350 91	dialectal	0
363	German	brain	das Gehirn	1583	BRAIN	4-203	das Hirn	hirn	h ɪ r n	Stammwort			brain	807		0
364	German	brain	das Gehirn	1583	BRAIN	4-203	das Gehirn	gehirn	g ə + h ɪ r n	S			_-:prefix/ge brain	139 807		0
365	German	face	das Gesicht	1560	FACE	4-204	das Gesicht	gesicht	g ə + z ɪ ç t	Stammwort			_-:prefix/ge sight	139 342		0
366	German	face	das Gesicht	1560	FACE	4-204	das Angesicht	angesicht	a n + g ə + z ɪ ç t	Stammwort			_-on:prefix/an _-:prefix/ge sight	142 139 342	old	0
367	German	face	das Gesicht	1560	FACE	4-204	das Antlitz	antlitz	a n t/Ø + l i ts	Stammwort			_-on:prefix/an ?	142 925	old	0
368	German	forehead	die Stirn	123	FOREHEAD	4-205	die Stirn	stirn	ʃ t ɪ r n	Stammwort			forehead	130		0
369	German	jaw	der Kiefer	798	JAW	4-207	die Kinnbacken	kinnbacken	k ɪ n + b a k + ə n				chin cheek _-:suffix/en	1116 529 88	old	0
370	German	jaw	der Kiefer	798	JAW	4-207	der Kiefer	kiefer	k iː f ə r				jaw	726		0
371	German	cheek	die Wange	1730	CHEEK	4-208	die Wange	wange	v a ŋ + ə	Stammwort			cheek _-:suffix.f.s/e	701 91		0
372	German	cheek	die Wange	1730	CHEEK	4-208	die Backe	backe	b a k + ə				cheek _-:suffix.f.s/e	529 91		0
373	German	chin	das Kinn	1510	CHIN	4-209	Kinn	kinn	k ɪ n	Stammwort			chin	1116		0
374	German	eye	das Auge	1248	EYE	4-210	das Auge	auge	au g + ə	Stammwort			eye _-:suffix.n.s/e	77 1244		0
