# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	TOKENS	OCOGID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGID	ALIGNMENT
540	Swedish	skin	75	ɧinː	ɧ i nː	117	3 7 4	AXN	SIN	7	7.S.C 7.I.V 7.N.c	2.0 1.5 0.8	0	330	ɧ - i nː
541	Icelandic	skin	75	huːð	h uː ð	116	3 7 3	AXN	HYD	5	5.H.C 5.Y.V 5.D.c	2.0 1.5 0.8	0	328	h uː ð
542	Dutch	skin	75	vɛl	v ɛ l	115	3 7 5	AXN	BEL	2	2.B.C 2.E.V 2.L.c	2.0 1.5 0.8	0	329	v ɛ l
543	Norwegian	skin	75	hʉːd	h ʉː d	116	3 7 1	AXN	HYT	6	6.H.C 6.Y.V 6.T.c	2.0 1.5 0.8	0	328	h ʉː d
544	Swedish	skin	75	huːd	h uː d	116	3 7 1	AXN	HYT	7	7.H.C 7.Y.V 7.T.c	2.0 1.5 0.8	0	328	h uː d
545	Icelandic	skin	75	scɪnː	s c ɪ nː	117	3 1 7 4	ACYN	SCIN	5	5.S.C 5.C.C 5.I.V 5.N.c	2.0 1.5 1.3 0.8	0	330	s c ɪ nː
546	Dutch	skin	75	hœyt	h œy t	116	3 7 1	AXN	HUT	2	2.H.C 2.U.V 2.T.c	2.0 1.5 0.8	0	328	h œy t
#
547	German	sleep (V)	76	ʃlaːfən	ʃ l aː f ə n	119	3 5 7 3 7 4	ACXBYN	SLABEN	4	4.S.C 4.L.C 4.A.V 4.B.C 4.E.V 4.N.c	2.0 1.5 1.5 1.75 1.3 0.8	0	332	ʃ l aː f ə n
548	English	sleep (V)	76	sliːp	s l iː p	119	3 5 7 1	ACXN	SLIP	3	3.S.C 3.L.C 3.I.V 3.P.c	2.0 1.5 1.5 0.8	0	332	s l iː p - -
549	Danish	sleep (V)	76	sɒwə	s ɒ w ə	118	3 7 6 7	AXBZ	SOWE	1	1.S.C 1.O.V 1.W.C 1.E.V	2.0 1.5 1.75 0.8	0	331	s ɒ w ə
550	Swedish	sleep (V)	76	soːva	s oː v a	118	3 7 3 7	AXBZ	SUBA	7	7.S.C 7.U.V 7.B.C 7.A.V	2.0 1.5 1.75 0.8	0	331	s oː v a
551	Icelandic	sleep (V)	76	sɔːva	s ɔː v a	118	3 7 3 7	AXBZ	SUBA	5	5.S.C 5.U.V 5.B.C 5.A.V	2.0 1.5 1.75 0.8	0	331	s ɔː v a
552	Dutch	sleep (V)	76	slaːpə	s l aː p ə	119	3 5 7 1 7	ACXBZ	SLAPE	2	2.S.C 2.L.C 2.A.V 2.P.C 2.E.V	2.0 1.5 1.5 1.75 0.8	0	332	s l aː p ə -
553	Norwegian	sleep (V)	76	soːʋə	s oː ʋ ə	118	3 7 6 7	AXBZ	SUWE	6	6.S.C 6.U.V 6.W.C 6.E.V	2.0 1.5 1.75 0.8	0	331	s oː ʋ ə
#
554	German	small	77	klain	k l ai n	121	1 5 7 4	ACXN	KLAN	4	4.K.C 4.L.C 4.A.V 4.N.c	2.0 1.5 1.5 0.8	0	334	k l ai n
555	English	small	77	smɔːl	s m ɔː l	120	3 4 7 5	ACXN	SMUL	3	3.S.C 3.M.C 3.U.V 3.L.c	2.0 1.5 1.5 0.8	0	335	s m ɔː l
556	Danish	small	77	lilə	l i l ə	122	5 7 5 7	AXBZ	LILE	1	1.L.C 1.I.V 1.L.C 1.E.V	2.0 1.5 1.75 0.8	0	333	l i l ə
557	Swedish	small	77	liːten	l iː t e n	122	5 7 1 7 4	AXBYN	LITEN	7	7.L.C 7.I.V 7.T.C 7.E.V 7.N.c	2.0 1.5 1.75 1.3 0.8	0	338	l iː t e n
558	Icelandic	small	77	liːtɪt͡l	l iː t ɪ t͡l	122	5 7 1 7 1	AXBYN	LITIT	5	5.L.C 5.I.V 5.T.C 5.I.V 5.T.c	2.0 1.5 1.75 1.3 0.8	0	337	l iː t ɪ t͡l
559	Dutch	small	77	klɛɪn	k l ɛɪ n	121	1 5 7 4	ACXN	KLEN	2	2.K.C 2.L.C 2.E.V 2.N.c	2.0 1.5 1.5 0.8	0	334	k l ɛɪ n
560	Norwegian	small	77	liːtən	l iː t ə n	122	5 7 1 7 4	AXBYN	LITEN	6	6.L.C 6.I.V 6.T.C 6.E.V 6.N.c	2.0 1.5 1.75 1.3 0.8	0	338	l iː t ə n
561	English	small	77	lɪtḷ	l ɪ t ḷ	122	5 7 1 5	AXBC	LITL	3	3.L.C 3.I.V 3.T.C 3.L.C	2.0 1.5 1.75 1.5	0	341	l ɪ t ḷ
562	Danish	small	77	liːðən	l iː ð ə n	122	5 7 3 7 4	AXBYN	LIDEN	1	1.L.C 1.I.V 1.D.C 1.E.V 1.N.c	2.0 1.5 1.75 1.3 0.8	0	338	l iː ð ə n
563	Swedish	small	77	smoː	s m oː	120	3 4 7	ACX	SMU	7	7.S.C 7.M.C 7.U.V	2.0 1.5 1.5	0	335	s m oː -
564	Icelandic	small	77	smauːr	s m auː r	120	3 4 7 5	ACXN	SMAR	5	5.S.C 5.M.C 5.A.V 5.R.c	2.0 1.5 1.5 0.8	0	335	s m auː r
#
565	German	smoke	78	raux	r au x	124	5 7 3	AXN	RAG	4	4.R.C 4.A.V 4.G.c	2.0 1.5 0.8	0	343	r au x
566	English	smoke	78	sməʊk	s m əʊ k	123	3 4 7 1	ACXN	SMEK	3	3.S.C 3.M.C 3.E.V 3.K.c	2.0 1.5 1.5 0.8	0	344	s m əʊ k
567	Danish	smoke	78	ʁʌjˀ	ʁ ʌ jˀ	124	5 7 6	AXN	REJ	1	1.R.C 1.E.V 1.J.c	2.0 1.5 0.8	0	342	ʁ ʌ jˀ -
568	Swedish	smoke	78	røk	r ø k	124	5 7 1	AXN	RUK	7	7.R.C 7.U.V 7.K.c	2.0 1.5 0.8	0	343	r ø k
569	Icelandic	smoke	78	reiːkʏr	r eiː k ʏ r	124	5 7 1 7 5	AXBYN	REKYR	5	5.R.C 5.E.V 5.K.C 5.Y.V 5.R.c	2.0 1.5 1.75 1.3 0.8	0	346	r eiː k ʏ r
570	Dutch	smoke	78	roːk	r oː k	124	5 7 1	AXN	RUK	2	2.R.C 2.U.V 2.K.c	2.0 1.5 0.8	0	343	r oː k
571	Norwegian	smoke	78	ɾœjk	ɾ œ j k	124	5 7 6 1	AXLN	RUJK	6	6.R.C 6.U.V 6.J.c 6.K.c	2.0 1.5 1.1 0.8	0	342	ɾ œ j k
#
773	German	snake	106	ʃlaŋə	ʃ l a ŋ ə	173	3 5 7 4 7	ACXBZ	SLANE	4	4.S.C 4.L.C 4.A.V 4.N.C 4.E.V	2.0 1.5 1.5 1.75 0.8	0	347	ʃ l a ŋ ə
774	English	snake	106	sneɪk	s n eɪ k	175	3 4 7 1	ACXN	SNEK	3	3.S.C 3.N.C 3.E.V 3.K.c	2.0 1.5 1.5 0.8	0	349	s n eɪ k
775	Danish	snake	106	slɑŋə	s l ɑ ŋ ə	173	3 5 7 4 7	ACXBZ	SLANE	1	1.S.C 1.L.C 1.A.V 1.N.C 1.E.V	2.0 1.5 1.5 1.75 0.8	0	347	s l ɑ ŋ ə
776	Swedish	snake	106	orːm	o rː m	174	7 5 4	XLN	URM	7	7.U.V 7.R.c 7.M.c	1.5 1.1 0.8	0	352	o rː m
777	Icelandic	snake	106	st͡lauŋka	s t͡l au ŋ k a	173	3 1 7 4 1 7	ACYMBZ	STANKA	5	5.S.C 5.T.C 5.A.V 5.N.c 5.K.C 5.A.V	2.0 1.5 1.3 1.1 1.75 0.8	0	351	s t͡l au ŋ k a
778	Dutch	snake	106	slɑŋ	s l ɑ ŋ	173	3 5 7 4	ACXN	SLAN	2	2.S.C 2.L.C 2.A.V 2.N.c	2.0 1.5 1.5 0.8	0	347	s l ɑ ŋ -
779	Norwegian	snake	106	ɔɾm	ɔ ɾ m	174	7 5 4	XLN	URM	6	6.U.V 6.R.c 6.M.c	1.5 1.1 0.8	0	352	ɔ ɾ m
780	Norwegian	snake	106	ʃlɑŋə	ʃ l ɑ ŋ ə	173	3 5 7 4 7	ACXBZ	SLANE	6	6.S.C 6.L.C 6.A.V 6.N.C 6.E.V	2.0 1.5 1.5 1.75 0.8	0	347	ʃ l ɑ ŋ ə
#
572	German	stand (V)	79	ʃteːən	ʃ t eːə n	125	3 1 7 4	ACYN	STEN	4	4.S.C 4.T.C 4.E.V 4.N.c	2.0 1.5 1.3 0.8	0	353	ʃ t eːə n - -
573	English	stand (V)	79	stænd	s t æ n d	125	3 1 7 4 1	ACYLN	STENT	3	3.S.C 3.T.C 3.E.V 3.N.c 3.T.c	2.0 1.5 1.3 1.1 0.8	0	353	s t æ n d -
574	Danish	stand (V)	79	sdɔˀ	s d ɔˀ	125	3 1 7	ACZ	STU	1	1.S.C 1.T.C 1.U.V	2.0 1.5 0.8	0	353	s d ɔˀ - - -
575	Swedish	stand (V)	79	stoː	s t oː	125	3 1 7	ACZ	STU	7	7.S.C 7.T.C 7.U.V	2.0 1.5 0.8	0	353	s t oː - - -
576	Icelandic	stand (V)	79	stanta	s t a n t a	125	3 1 7 4 1 7	ACYMBZ	STANTA	5	5.S.C 5.T.C 5.A.V 5.N.c 5.T.C 5.A.V	2.0 1.5 1.3 1.1 1.75 0.8	0	353	s t a n t a
577	Dutch	stand (V)	79	staːn	s t aː n	125	3 1 7 4	ACYN	STAN	2	2.S.C 2.T.C 2.A.V 2.N.c	2.0 1.5 1.3 0.8	0	353	s t aː n - -
578	Norwegian	stand (V)	79	stoː	s t oː	125	3 1 7	ACZ	STU	6	6.S.C 6.T.C 6.U.V	2.0 1.5 0.8	0	353	s t oː - - -
#
579	German	star	80	ʃtɛrn	ʃ t ɛ r n	126	3 1 7 5 4	ACYLN	STERN	4	4.S.C 4.T.C 4.E.V 4.R.c 4.N.c	2.0 1.5 1.3 1.1 0.8	0	355	ʃ t ɛ r n
580	English	star	80	stɑːr	s t ɑː r	126	3 1 7 5	ACYN	STAR	3	3.S.C 3.T.C 3.A.V 3.R.c	2.0 1.5 1.3 0.8	0	355	s t ɑː r -
581	Danish	star	80	sdjæʁnə	s d j æ ʁ n ə	126	3 1 6 7 5 4 7	ACCYMBZ	STJERNE	1	1.S.C 1.T.C 1.J.C 1.E.V 1.R.c 1.N.C 1.E.V	2.0 1.5 1.5 1.3 1.1 1.75 0.8	0	354	s d j æ ʁ n ə
582	Swedish	star	80	ɧɛːrna	ɧ ɛː r n a	126	3 7 5 4 7	AXMBZ	SERNA	7	7.S.C 7.E.V 7.R.c 7.N.C 7.A.V	2.0 1.5 1.1 1.75 0.8	0	360	ɧ ɛː r n a
583	Icelandic	star	80	stjart͡na	s t j a r t͡n a	126	3 1 6 7 5 1 7	ACCYMBZ	STJARTA	5	5.S.C 5.T.C 5.J.C 5.A.V 5.R.c 5.T.C 5.A.V	2.0 1.5 1.5 1.3 1.1 1.75 0.8	0	354	s t j a r t͡n a
584	Dutch	star	80	stɛr	s t ɛ r	126	3 1 7 5	ACYN	STER	2	2.S.C 2.T.C 2.E.V 2.R.c	2.0 1.5 1.3 0.8	0	355	s t ɛ r -
585	Norwegian	star	80	stjæːɳə	s t j æː ɳ ə	126	3 1 6 7 4 7	ACCYBZ	STJENE	6	6.S.C 6.T.C 6.J.C 6.E.V 6.N.C 6.E.V	2.0 1.5 1.5 1.3 1.75 0.8	0	354	s t j æː - ɳ ə
#
586	German	stone	81	ʃtain	ʃ t ai n	127	3 1 7 4	ACYN	STAN	4	4.S.C 4.T.C 4.A.V 4.N.c	2.0 1.5 1.3 0.8	0	361	ʃ t ai - n
587	English	stone	81	stəʊn	s t əʊ n	127	3 1 7 4	ACYN	STEN	3	3.S.C 3.T.C 3.E.V 3.N.c	2.0 1.5 1.3 0.8	0	361	s t əʊ - n
588	Danish	stone	81	sdeˀn	s d eˀ n	127	3 1 7 4	ACYN	STEN	1	1.S.C 1.T.C 1.E.V 1.N.c	2.0 1.5 1.3 0.8	0	361	s d eˀ - n
589	Swedish	stone	81	steːn	s t eː n	127	3 1 7 4	ACYN	STEN	7	7.S.C 7.T.C 7.E.V 7.N.c	2.0 1.5 1.3 0.8	0	361	s t eː - n
590	Icelandic	stone	81	steit͡n	s t ei t͡n	127	3 1 7 1	ACYN	STET	5	5.S.C 5.T.C 5.E.V 5.T.c	2.0 1.5 1.3 0.8	0	365	s t ei t͡n
591	Dutch	stone	81	steːn	s t eː n	127	3 1 7 4	ACYN	STEN	2	2.S.C 2.T.C 2.E.V 2.N.c	2.0 1.5 1.3 0.8	0	361	s t eː - n
592	Norwegian	stone	81	stæjn	s t æ j n	127	3 1 7 6 4	ACYLN	STEJN	6	6.S.C 6.T.C 6.E.V 6.J.c 6.N.c	2.0 1.5 1.3 1.1 0.8	0	361	s t æ j n
#
593	German	sun	82	zɔnə	z ɔ n ə	128	3 7 4 7	AXBZ	SUNE	4	4.S.C 4.U.V 4.N.C 4.E.V	2.0 1.5 1.75 0.8	0	367	z ɔ n ə
594	English	sun	82	sʌn	s ʌ n	128	3 7 4	AXN	SEN	3	3.S.C 3.E.V 3.N.c	2.0 1.5 0.8	0	367	s ʌ n -
595	Danish	sun	82	soˀl	s oˀ l	128	3 7 5	AXN	SUL	1	1.S.C 1.U.V 1.L.c	2.0 1.5 0.8	0	366	s oˀ l
596	Swedish	sun	82	soːl	s oː l	128	3 7 5	AXN	SUL	7	7.S.C 7.U.V 7.L.c	2.0 1.5 0.8	0	366	s oː l
597	Icelandic	sun	82	souːl	s ouː l	128	3 7 5	AXN	SUL	5	5.S.C 5.U.V 5.L.c	2.0 1.5 0.8	0	366	s ouː l
598	Dutch	sun	82	zɔn	z ɔ n	128	3 7 4	AXN	SUN	2	2.S.C 2.U.V 2.N.c	2.0 1.5 0.8	0	367	z ɔ n -
599	Norwegian	sun	82	suːl	s uː l	128	3 7 5	AXN	SYL	6	6.S.C 6.Y.V 6.L.c	2.0 1.5 0.8	0	366	s uː l
#
600	German	swim (V)	83	ʃvɪmən	ʃ v ɪ m ə n	130	3 3 7 4 7 4	ACYBYN	SBIMEN	4	4.S.C 4.B.C 4.I.V 4.M.C 4.E.V 4.N.c	2.0 1.5 1.3 1.75 1.3 0.8	0	368	ʃ v ɪ m ə n
601	English	swim (V)	83	sʋɪm	s ʋ ɪ m	130	3 6 7 4	ACXN	SWIM	3	3.S.C 3.W.C 3.I.V 3.M.c	2.0 1.5 1.5 0.8	0	368	s ʋ ɪ m - -
602	Danish	swim (V)	83	svœmə	s v œ m ə	130	3 3 7 4 7	ACYBZ	SBUME	1	1.S.C 1.B.C 1.U.V 1.M.C 1.E.V	2.0 1.5 1.3 1.75 0.8	0	368	s v œ m ə -
603	Swedish	swim (V)	83	simːa	s i mː a	130	3 7 4 7	AXBZ	SIMA	7	7.S.C 7.I.V 7.M.C 7.A.V	2.0 1.5 1.75 0.8	0	374	s i mː a
604	Icelandic	swim (V)	83	synta	s y n t a	129	3 7 4 1 7	AXMBZ	SYNTA	5	5.S.C 5.Y.V 5.N.c 5.T.C 5.A.V	2.0 1.5 1.1 1.75 0.8	0	372	s y n t a
605	Dutch	swim (V)	83	zʋɛmə	z ʋ ɛ m ə	130	3 6 7 4 7	ACXBZ	SWEME	2	2.S.C 2.W.C 2.E.V 2.M.C 2.E.V	2.0 1.5 1.5 1.75 0.8	0	368	z ʋ ɛ m ə -
606	Norwegian	swim (V)	83	sʋœmə	s ʋ œ m ə	130	3 6 7 4 7	ACXBZ	SWUME	6	6.S.C 6.W.C 6.U.V 6.M.C 6.E.V	2.0 1.5 1.5 1.75 0.8	0	368	s ʋ œ m ə -
#
607	German	tail	84	ʃvant͡s	ʃ v a n t͡s	131	3 3 7 4 2	ACYLN	SBANC	4	4.S.C 4.B.C 4.A.V 4.N.c 4.C.c	2.0 1.5 1.3 1.1 0.8	0	378	ʃ v a n t͡s
608	English	tail	84	teɪl	t eɪ l	135	1 7 5	AXN	TEL	3	3.T.C 3.E.V 3.L.c	2.0 1.5 0.8	0	377	t eɪ l
609	Danish	tail	84	hæːlə	h æː l ə	132	3 7 5 7	AXBZ	HELE	1	1.H.C 1.E.V 1.L.C 1.E.V	2.0 1.5 1.75 0.8	0	375	h æː l ə
610	Swedish	tail	84	ɧɛrt	ɧ ɛ r t	134	3 7 5 1	AXLN	SERT	7	7.S.C 7.E.V 7.R.c 7.T.c	2.0 1.5 1.1 0.8	0	376	ɧ - ɛ r t
611	Icelandic	tail	84	haːlɪ	h aː l ɪ	132	3 7 5 7	AXBZ	HALI	5	5.H.C 5.A.V 5.L.C 5.I.V	2.0 1.5 1.75 0.8	0	375	h aː l ɪ
612	Dutch	tail	84	staːrt	s t aː r t	134	3 1 7 5 1	ACYLN	START	2	2.S.C 2.T.C 2.A.V 2.R.c 2.T.c	2.0 1.5 1.3 1.1 0.8	0	376	s t aː r t
613	Norwegian	tail	84	hɑːlə	h ɑː l ə	132	3 7 5 7	AXBZ	HALE	6	6.H.C 6.A.V 6.L.C 6.E.V	2.0 1.5 1.75 0.8	0	375	h ɑː l ə
614	Icelandic	tail	84	skɔʰt	s k ɔʰ t	133	3 1 7 1	ACYN	SKUT	5	5.S.C 5.K.C 5.U.V 5.T.c	2.0 1.5 1.3 0.8	0	382	s k ɔʰ t
#
615	German	that	85	jeːnər	j eː n ə r	136	6 7 4 7 5	AXBYN	JENER	4	4.J.C 4.E.V 4.N.C 4.E.V 4.R.c	2.0 1.5 1.75 1.3 0.8	0	386	j eː n ə r
616	English	that	85	ðæt	ð æ t	137	3 7 1	AXN	DET	3	3.D.C 3.E.V 3.T.c	2.0 1.5 0.8	0	385	ð æ t
617	Danish	that	85	de	d e	137	1 7	AX	TE	1	1.T.C 1.E.V	2.0 1.5	0	383	d e
618	Swedish	that	85	də	d ə	137	1 7	AX	TE	7	7.T.C 7.E.V	2.0 1.5	0	383	d ə
619	Icelandic	that	85	θɛsːɪ	θ ɛ sː ɪ	137	3 7 3 7	AXBZ	DESI	5	5.D.C 5.E.V 5.S.C 5.I.V	2.0 1.5 1.75 0.8	1	387	θ ɛ sː ɪ
620	Dutch	that	85	diː	d iː	137	1 7	AX	TI	2	2.T.C 2.I.V	2.0 1.5	0	383	d iː
621	Norwegian	that	85	deː	d eː	137	1 7	AX	TE	6	6.T.C 6.E.V	2.0 1.5	0	383	d eː
622	Danish	that	85	hiˀn	h iˀ n	138	3 7 4	AXN	HIN	1	1.H.C 1.I.V 1.N.c	2.0 1.5 0.8	0	390	h iˀ n
623	Icelandic	that	85	sauː	s auː	139	3 7	AX	SA	5	5.S.C 5.A.V	2.0 1.5	0	391	s auː
#
781	German	thin	107	dʏn	d ʏ n	178	1 7 4	AXN	TYN	4	4.T.C 4.Y.V 4.N.c	2.0 1.5 0.8	0	392	d ʏ n
782	English	thin	107	θɪn	θ ɪ n	178	3 7 4	AXN	DIN	3	3.D.C 3.I.V 3.N.c	2.0 1.5 0.8	0	392	θ ɪ n
783	Danish	thin	107	tønˀ	t ø nˀ	178	1 7 4	AXN	TUN	1	1.T.C 1.U.V 1.N.c	2.0 1.5 0.8	0	392	t ø nˀ
784	Swedish	thin	107	smal	s m a l	176	3 4 7 5	ACXN	SMAL	7	7.S.C 7.M.C 7.A.V 7.L.c	2.0 1.5 1.5 0.8	0	398	s m a l
785	Icelandic	thin	107	θʏnːʏr	θ ʏ nː ʏ r	178	3 7 4 7 5	AXBYN	DYNYR	5	5.D.C 5.Y.V 5.N.C 5.Y.V 5.R.c	2.0 1.5 1.75 1.3 0.8	0	396	θ ʏ nː ʏ r
786	Dutch	thin	107	fɛɪn	f ɛɪ n	-177	3 7 4	AXN	BEN	2	2.B.C 2.E.V 2.N.c	2.0 1.5 0.8	0	393	f ɛɪ n
787	Norwegian	thin	107	tyn	t y n	178	1 7 4	AXN	TYN	6	6.T.C 6.Y.V 6.N.c	2.0 1.5 0.8	0	392	t y n
788	Danish	thin	107	smalˀ	s m a lˀ	176	3 4 7 5	ACXN	SMAL	1	1.S.C 1.M.C 1.A.V 1.L.c	2.0 1.5 1.5 0.8	0	398	s m a lˀ
789	Swedish	thin	107	tunː	t u nː	178	1 7 4	AXN	TYN	7	7.T.C 7.Y.V 7.N.c	2.0 1.5 0.8	0	392	t u nː
790	Dutch	thin	107	dʉn	d ʉ n	178	1 7 4	AXN	TYN	2	2.T.C 2.Y.V 2.N.c	2.0 1.5 0.8	0	392	d ʉ n
791	Norwegian	thin	107	smɑːl	s m ɑː l	176	3 4 7 5	ACXN	SMAL	6	6.S.C 6.M.C 6.A.V 6.L.c	2.0 1.5 1.5 0.8	0	398	s m ɑː l
#
624	German	this	86	diːzər	d iː z ə r	140	1 7 3 7 5	AXBYN	TISER	4	4.T.C 4.I.V 4.S.C 4.E.V 4.R.c	2.0 1.5 1.75 1.3 0.8	0	400	d iː z ə r
625	English	this	86	ðɪs	ð ɪ s	140	3 7 3	AXN	DIS	3	3.D.C 3.I.V 3.S.c	2.0 1.5 0.8	0	401	ð ɪ s
626	Danish	this	86	dɛnə	d ɛ n ə	140	1 7 4 7	AXBZ	TENE	1	1.T.C 1.E.V 1.N.C 1.E.V	2.0 1.5 1.75 0.8	0	399	d ɛ n ə
627	Swedish	this	86	dɛta	d ɛ t a	140	1 7 1 7	AXBZ	TETA	7	7.T.C 7.E.V 7.T.C 7.A.V	2.0 1.5 1.75 0.8	0	404	d ɛ t a
628	Icelandic	this	86	θɛsːɪ	θ ɛ sː ɪ	140	3 7 3 7	AXBZ	DESI	5	5.D.C 5.E.V 5.S.C 5.I.V	2.0 1.5 1.75 0.8	0	400	θ ɛ sː ɪ -
629	Dutch	this	86	deːzə	d eː z ə	140	1 7 3 7	AXBZ	TESE	2	2.T.C 2.E.V 2.S.C 2.E.V	2.0 1.5 1.75 0.8	0	400	d eː z ə -
630	Norwegian	this	86	detə	d e t ə	140	1 7 1 7	AXBZ	TETE	6	6.T.C 6.E.V 6.T.C 6.E.V	2.0 1.5 1.75 0.8	0	404	d e t ə
631	Danish	this	86	dɛnə	d ɛ n ə	140	1 7 4 7	AXBZ	TENE	1	1.T.C 1.E.V 1.N.C 1.E.V	2.0 1.5 1.75 0.8	1	399	d ɛ n ə
#
632	German	thou	87	duː	d uː	142	1 7	AX	TY	4	4.T.C 4.Y.V	2.0 1.5	0	405	d uː
633	English	thou	87	juː	j uː	141	6 7	AX	JY	3	3.J.C 3.Y.V	2.0 1.5	0	406	j uː
634	Danish	thou	87	duˀ	d uˀ	142	1 7	AX	TY	1	1.T.C 1.Y.V	2.0 1.5	0	405	d uˀ
635	Swedish	thou	87	dʉ	d ʉ	142	1 7	AX	TY	7	7.T.C 7.Y.V	2.0 1.5	0	405	d ʉ
636	Icelandic	thou	87	θuː	θ uː	142	3 7	AX	DY	5	5.D.C 5.Y.V	2.0 1.5	0	405	θ uː
637	Dutch	thou	87	jɛɪ	j ɛɪ	141	6 7	AX	JE	2	2.J.C 2.E.V	2.0 1.5	0	406	j ɛɪ
638	Norwegian	thou	87	dʉː	d ʉː	142	1 7	AX	TY	6	6.T.C 6.Y.V	2.0 1.5	0	405	d ʉː
#
639	German	tongue	88	t͡sʊŋə	t͡s ʊ ŋ ə	143	2 7 4 7	AXBZ	CYNE	4	4.C.C 4.Y.V 4.N.C 4.E.V	2.0 1.5 1.75 0.8	0	407	t͡s ʊ ŋ ə
640	English	tongue	88	tʌŋ	t ʌ ŋ	143	1 7 4	AXN	TEN	3	3.T.C 3.E.V 3.N.c	2.0 1.5 0.8	0	407	t ʌ ŋ -
641	Danish	tongue	88	tɔŋə	t ɔ ŋ ə	143	1 7 4 7	AXBZ	TUNE	1	1.T.C 1.U.V 1.N.C 1.E.V	2.0 1.5 1.75 0.8	0	407	t ɔ ŋ ə
642	Swedish	tongue	88	tuŋːa	t u ŋː a	143	1 7 4 7	AXBZ	TYNA	7	7.T.C 7.Y.V 7.N.C 7.A.V	2.0 1.5 1.75 0.8	0	407	t u ŋː a
643	Icelandic	tongue	88	tʰuŋka	tʰ u ŋ k a	143	1 7 4 1 7	AXMBZ	TYNKA	5	5.T.C 5.Y.V 5.N.c 5.K.C 5.A.V	2.0 1.5 1.1 1.75 0.8	0	411	tʰ u ŋ k a
644	Dutch	tongue	88	tɔŋ	t ɔ ŋ	143	1 7 4	AXN	TUN	2	2.T.C 2.U.V 2.N.c	2.0 1.5 0.8	0	407	t ɔ ŋ -
645	Norwegian	tongue	88	tuŋə	t u ŋ ə	143	1 7 4 7	AXBZ	TYNE	6	6.T.C 6.Y.V 6.N.C 6.E.V	2.0 1.5 1.75 0.8	0	407	t u ŋ ə
#
646	German	tooth	89	t͡saːn	t͡s aː n	144	2 7 4	AXN	CAN	4	4.C.C 4.A.V 4.N.c	2.0 1.5 0.8	0	412	t͡s aː n -
647	English	tooth	89	tuːθ	t uː θ	144	1 7 3	AXN	TYD	3	3.T.C 3.Y.V 3.D.c	2.0 1.5 0.8	0	414	t uː θ
648	Danish	tooth	89	tanˀ	t a nˀ	144	1 7 4	AXN	TAN	1	1.T.C 1.A.V 1.N.c	2.0 1.5 0.8	0	412	t a nˀ -
649	Swedish	tooth	89	tanːd	t a nː d	144	1 7 4 1	AXLN	TANT	7	7.T.C 7.A.V 7.N.c 7.T.c	2.0 1.5 1.1 0.8	0	412	t a nː d
650	Icelandic	tooth	89	tʰœnː	tʰ œ nː	144	1 7 4	AXN	TUN	5	5.T.C 5.U.V 5.N.c	2.0 1.5 0.8	0	412	tʰ œ nː -
651	Dutch	tooth	89	tɑnt	t ɑ n t	144	1 7 4 1	AXLN	TANT	2	2.T.C 2.A.V 2.N.c 2.T.c	2.0 1.5 1.1 0.8	0	412	t ɑ n t
652	Norwegian	tooth	89	tɑn	t ɑ n	144	1 7 4	AXN	TAN	6	6.T.C 6.A.V 6.N.c	2.0 1.5 0.8	0	412	t ɑ n -
#
653	German	tree	90	baum	b au m	147	1 7 4	AXN	PAM	4	4.P.C 4.A.V 4.M.c	2.0 1.5 0.8	0	416	b au m
654	English	tree	90	triː	t r iː	146	1 5 7	ACX	TRI	3	3.T.C 3.R.C 3.I.V	2.0 1.5 1.5	0	415	t r - iː -
655	Danish	tree	90	tʁɛˀ	t ʁ ɛˀ	146	1 5 7	ACX	TRE	1	1.T.C 1.R.C 1.E.V	2.0 1.5 1.5	0	415	t ʁ - ɛˀ -
656	Swedish	tree	90	trɛːd	t r ɛː d	146	1 5 7 1	ACXN	TRET	7	7.T.C 7.R.C 7.E.V 7.T.c	2.0 1.5 1.5 0.8	0	415	t r - ɛː d
657	Icelandic	tree	90	tʰrjɛː	tʰ r j ɛː	146	1 5 6 7	ACCX	TRJE	5	5.T.C 5.R.C 5.J.C 5.E.V	2.0 1.5 1.5 1.5	0	415	tʰ r j ɛː -
658	Dutch	tree	90	boːm	b oː m	147	1 7 4	AXN	PUM	2	2.P.C 2.U.V 2.M.c	2.0 1.5 0.8	0	416	b oː m
659	Norwegian	tree	90	tɾeː	t ɾ eː	146	1 5 7	ACX	TRE	6	6.T.C 6.R.C 6.E.V	2.0 1.5 1.5	0	415	t ɾ - eː -
660	Icelandic	tree	90	vɪːðʏr	v ɪː ð ʏ r	145	3 7 3 7 5	AXBYN	BIDYR	5	5.B.C 5.I.V 5.D.C 5.Y.V 5.R.c	2.0 1.5 1.75 1.3 0.8	0	422	v ɪː ð ʏ r
#
661	German	two	91	t͡svai	t͡s v ai	148	2 3 7	ACX	CBA	4	4.C.C 4.B.C 4.A.V	2.0 1.5 1.5	0	424	t͡s v ai -
662	English	two	91	tuː	t uː	148	1 7	AX	TY	3	3.T.C 3.Y.V	2.0 1.5	0	423	t uː
663	Danish	two	91	toˀ	t oˀ	148	1 7	AX	TU	1	1.T.C 1.U.V	2.0 1.5	0	423	t oˀ
