# SIN
ID	Languages	Gloss	GlossId	Ortho	IPA	CogID
1481	Guixian	die	103	死了	sɿ⁴²əw²¹³	1000
1482	Guixian	die	103	过世了	ko²¹³sɿ²¹³əw²¹³	81
1483	Guixian	die	103	走了	ʦəw⁴²əw²¹³	159
1484	Xiamen	die	103	死去	si⁵³kʰi	169
1485	Xiamen	die	103	过身	ke²¹sin⁵⁵	68
1486	Hefei	die	103	不在了	pəʔ⁵ʦᴇ⁵³lə	879
1487	Hefei	die	103	死得之	sɿ²⁴təʔt͡ʂə	587
1488	Jinan	die	103	死唡	sɿ⁵⁵lja	277
1489	Jinan	die	103	不在唡	pu²¹³ʦɛ²¹lja	678
1490	Jinan	die	103	过去唡	kə²¹ʨʰilja	446
1491	Jinan	die	103	殁唡	mu⁴²lja	901
1492	Jinan	die	103	老唡	lɔ⁵⁵lja	850
1493	Hangzhou	die	103	死了得	sɿ⁵³ljɔ⁵³tə	1000
1494	Guangzhou	die	103	死咗	sej³⁵ʦɔ³⁵	220
1495	Guangzhou	die	103	过身委婉语	kwɔ³³sɐn⁵⁵	824
1496	Nanchang	die	103	死不了	sɿ²¹³pɨʔ⁰⁴ljɛwiɛu⁰⁴	1000
1497	Nanchang	die	103	过世	kwo⁴⁵sɿ⁴⁵	81
1498	Nanchang	die	103	锹辫子	ʨʰjɛwiɛu⁴²pʰjɛn²¹ʦɿ⁰²	116
1499	Chengdu	die	103	死了	sɿ⁵³no	1000
1500	Chengdu	die	103	老了	naw⁵³no⁵³	411
1501	Chengdu	die	103	去了	ʨʰje¹³no⁵³	438
1502	Chengdu	die	103	翘跟儿	ʨʰjawiau⁵⁵kər⁵³	784
1503	Taiyuan	die	103	死咧	sɿ⁵³lje¹¹	217
1504	Taiyuan	die	103	没拉咧	məʔ²la¹¹lje¹¹	557
1505	Taiyuan	die	103	走咧	ʦəw⁵³lje¹¹	1013
1506	Taiyuan	die	103	没落住	məʔ²lwaʔ²ʦu⁵³	1068
1507	Shexian	die	103	死哩	sɿ³⁵li	226
1508	Shexian	die	103	不在哩	pu²¹ʦʰɛ³⁵li	665
1509	Shexian	die	103	过辈哩	ko³²⁴pɛ³²⁴li	904
1510	Beijing	die	103	嗝儿了	kɤr²¹⁴lə⁴	588
1511	Beijing	die	103	死了	sɿ²¹⁴lə⁴	1000
1512	Kunming	die	103	不在了	pu³¹ʦæ²¹²lə	879
1513	Kunming	die	103	翘脚了贬	ʨʰjɔ⁴⁴ʨjo³¹lə⁵³	686
1514	Shanghai	die	103	死脱勒	ɕi³⁵tʰəʔ⁵ləʔ¹	315
1515	Shanghai	die	103	呒没勒	m̩¹³məʔ⁵ləʔ¹	923
# 
1516	Changsha	I	105	我	ŋo⁴¹	267
1517	Guixian	I	105	我	ŋo⁴²	267
1518	Xiamen	I	105	我	gwa⁵³	267
1519	Hefei	I	105	我	ʊ²⁴	267
1520	Jinan	I	105	我	və⁵⁵	267
1521	Jinan	I	105	俺	ŋã⁵⁵	1014
1522	Hangzhou	I	105	我	ŋo⁵³	267
1523	Guangzhou	I	105	我	ŋɔ²³	267
1524	Nanchang	I	105	我	ŋo²¹³	267
1525	Chengdu	I	105	我	ŋo⁵³	267
1526	Taiyuan	I	105	我	ɣɤ⁵³	267
1527	Taiyuan	I	105	俺	æ̃⁵³	1014
1528	Shexian	I	105	卬	a³¹	423
1529	Beijing	I	105	我	wo²¹⁴	267
1530	Kunming	I	105	我	o⁵³	267
1531	Shanghai	I	105	我	ŋu¹³	267
# 
1532	Meixian	thou	106	你	n̩¹¹	1185
1533	Changsha	thou	106	你	ȵi⁴¹	1185
1534	Guixian	thou	106	你	li⁴²	1185
1535	Xiamen	thou	106	你	li⁵³	1185
1536	Hefei	thou	106	你	li²⁴	1185
1537	Jinan	thou	106	你	ȵi⁵⁵	1185
1538	Hangzhou	thou	106	你	ni⁵³	1185
1539	Guangzhou	thou	106	你	nej²³	1185
1540	Nanchang	thou	106	你	n̩²¹³	1185
1541	Chengdu	thou	106	你	ȵi⁵³	1185
1542	Taiyuan	thou	106	你	ni⁵³	1185
1543	Taiyuan	thou	106	尔	nje¹¹	117
1544	Shexian	thou	106	尔	n̩³⁵	117
1545	Beijing	thou	106	你	ni²¹⁴	1185
1546	Kunming	thou	106	你	ni⁵³	1185
1547	Kunming	thou	106	你家	ni⁵³ʨjɛ⁴⁴	620
1548	Shanghai	thou	106	侬	noŋ¹³	626
# 
1549	Meixian	he	107	佢	ki¹¹	1102
1550	Changsha	he	107	他	tʰa³³	704
1551	Guixian	he	107	他	la⁵⁵	704
1552	Guixian	he	107	那儿	a²¹ɔ³²¹	1127
1553	Xiamen	he	107	伊	i⁵⁵	3
1554	Hefei	he	107	他	tʰa²¹	704
1555	Jinan	he	107	他	tʰa⁵⁵	704
1556	Hangzhou	he	107	他	tʰɑ³³	704
1557	Guangzhou	he	107	佢	kʰøɥ²³	1102
1558	Nanchang	he	107	渠	ʨje²¹³	1148
1559	Chengdu	he	107	他	tʰa⁵⁵	704
1560	Taiyuan	he	107	他	tʰa¹¹	704
1561	Beijing	he	107	他	tʰa⁵⁵	704
1562	Kunming	he	107	他	tʰᴀ⁴⁴	704
1563	Kunming	he	107	他家	tʰə⁴⁴ʨjɛ⁴⁴	509
1564	Shanghai	he	107	伊	ɦi¹³	3
# 
1565	Changsha	we	108	我们	ŋo⁴¹mən	915
1566	Changsha	we	108	我屋里	ŋəw²⁴u²⁴li	1142
1567	Guixian	we	108	我们	ŋo⁴²men⁵⁵	915
1568	Xiamen	we	108	阮	gun⁵³	827
1569	Hefei	we	108	我们	ʊ²⁴mən	915
1570	Jinan	we	108	我们	və⁵⁵mẽ	915
1571	Jinan	we	108	俺	ŋã⁵⁵	1014
1572	Jinan	we	108	俺们	ŋã⁵⁵mẽ	835
1573	Jinan	we	108	俺这伙	ŋã⁵⁵t͡ʂə²¹xwə⁵⁵	1120
1574	Hangzhou	we	108	我们	ŋo⁵³men²¹³	915
1575	Nanchang	we	108	我们	ŋo²¹³mɨn⁰⁴	915
1576	Nanchang	we	108	我箇里	ŋo²¹³ko⁰⁴li⁰⁴	764
1577	Chengdu	we	108	我们	ŋo⁵³mən³¹	915
1578	Taiyuan	we	108	我们	ɣɤ⁵³məʔ	915
1579	Taiyuan	we	108	俺们	æ̃⁵³məʔ	835
1580	Shexian	we	108	卬人	a³¹jʌ̃⁴⁴	480
1581	Beijing	we	108	我们	wom̩	915
1582	Beijing	we	108	呣们	m̩²¹⁴mə⁴	694
1583	Kunming	we	108	我们	o⁵³mə⁴⁴	915
1584	Shanghai	we	108	阿拉	aʔ⁵la⁵³	259
1585	Shanghai	we	108	我伲	ŋu¹³ȵi¹³	966
# 
1586	Meixian	you	109	你丁人	n̩¹¹ten⁴⁴ŋin¹¹	1093
1587	Changsha	you	109	你们	ȵi⁴¹mən	1007
1588	Changsha	you	109	你屋里	ȵjəwiəu²⁴u²⁴li	1142
1589	Guixian	you	109	你们	li⁴²men⁵⁵	1007
1590	Xiamen	you	109	恁	lin⁵³	94
1591	Hefei	you	109	你们	li²⁴mən	1007
1592	Jinan	you	109	你们	ȵi⁵⁵mẽ	1007
1593	Jinan	you	109	你这伙	ȵi⁵⁵t͡ʂə²¹xwə⁵⁵	752
1594	Hangzhou	you	109	你们	ni⁵³men²¹³	1007
1595	Nanchang	you	109	你们	n̩²¹³mɨn⁰⁴	1007
1596	Nanchang	you	109	你箇里	n̩²¹³ko⁰⁴li⁰⁴	764
1597	Chengdu	you	109	你们	ȵi⁵³mən³¹	1007
1598	Taiyuan	you	109	你们	ni⁵³məʔ	1007
1599	Taiyuan	you	109	尔们	nje¹¹məʔ	1139
1600	Shexian	you	109	尔人	n̩³⁵jʌ̃⁴⁴	1131
1601	Beijing	you	109	你们	nim̩²¹⁴	1007
1602	Kunming	you	109	你们	ni⁵³mə⁴⁴	1007
1603	Shanghai	you	109	倷	na¹³	154
# 
1604	Meixian	they	110	佢丁人	ki¹¹ten⁴⁴ŋin¹¹	976
1605	Changsha	they	110	他们	tʰa³³mən	1200
1606	Changsha	they	110	他屋里	tʰəw²⁴u²⁴li	1142
1607	Guixian	they	110	他们	la⁵⁵men⁵⁵	1200
1608	Hefei	they	110	他们	tʰa²¹mən	1200
1609	Jinan	they	110	他们	tʰa⁵⁵mẽ	1200
1610	Jinan	they	110	他这伙	tʰa⁵⁵t͡ʂə²¹xwə⁵⁵	675
1611	Hangzhou	they	110	他们	tʰɑ³³men²¹³	1200
1612	Nanchang	they	110	渠们	ʨje²¹³mɨn⁰⁴	576
1613	Nanchang	they	110	渠箇里	ʨje²¹³ko⁰⁴li⁰⁴	764
1614	Chengdu	they	110	他们	tʰa⁵⁵mən³¹	1200
1615	Taiyuan	they	110	他们	tʰa¹¹məʔ	1200
1616	Beijing	they	110	他们	tʰam̩⁵⁵	1200
1617	Kunming	they	110	他们	tʰə⁴⁴mə⁴⁴	1200
1618	Shanghai	they	110	伊拉	ɦi¹³la⁵³	867
# 
1619	Meixian	self	112	自家	ʦʰɿ⁵³ka⁴⁴	727
1620	Changsha	self	112	自家	ʦɿ¹¹ka	727
1621	Guixian	self	112	自己	ʦɿ²¹³ʨi⁴²	431
1622	Guixian	self	112	自家	ʦɿ²¹³ʨja⁵⁵	727
1623	Guixian	self	112	各人	ko²¹zen²¹	773
1624	Xiamen	self	112	家己	ka⁵⁵ki²²	1038
1625	Hefei	self	112	自己	ʦɿ⁵³ʦɿ²⁴	431
1626	Jinan	self	112	自家	ʦɿ⁴²ʨja	727
1627	Jinan	self	112	自个儿	ʦɿ⁴²kər²¹³	599
1628	Hangzhou	self	112	自家	ʣɿ¹³ʨjɑ³³	727
1629	Guangzhou	self	112	自己	ʦi²²kej³⁵	431
1630	Nanchang	self	112	自拣	ʦʰɿ²¹kan²¹³	470
1631	Chengdu	self	112	自家	ʦɿ¹³ʨja⁵⁵	727
1632	Chengdu	self	112	各人	ko³¹zən³¹	773
1633	Taiyuan	self	112	自家	ʦɿ⁴⁵ʨja⁵³	727
1634	Shexian	self	112	自家	ʦʰɿ²²ka³¹	727
1635	Beijing	self	112	自个儿	ʦɿ⁵¹kɤr²¹⁴	599
1636	Kunming	self	112	自己	ʦɿ²¹²ʨi⁵³	431
1637	Kunming	self	112	独自个	tu³¹ʦɿ²¹²kə²¹²	1042
1638	Shanghai	self	112	自家	zɿ¹³ka⁵³	727
# 
1639	Changsha	who	113	哪个	laj⁴¹ko	640
1640	Guixian	who	113	哪个	la⁴²ko²¹³	640
1641	Xiamen	who	113	啥人	sjã⁵³laŋ³⁵	265
1642	Xiamen	who	113	甚物人	sim⁵³miʔ⁵laŋ³⁵	150
1643	Hefei	who	113	哈个	xa²⁴kə	135
1644	Jinan	who	113	谁	ʂej⁴²	615
1645	Hangzhou	who	113	哪个	nɑ⁵³koʔ⁵	640
1646	Guangzhou	who	113	边个	pin⁵⁵kɔ³³	39
1647	Nanchang	who	113	哪个	lɑ²¹³ko⁰⁴	640
1648	Chengdu	who	113	哪个	na⁵³ko¹³	640
1649	Taiyuan	who	113	谁	swejuei¹¹	615
1650	Shexian	who	113	哪一个	la³⁵iko³²⁴	640
1651	Beijing	who	113	谁	ʂej³⁵	615
1652	Kunming	who	113	哪个	nᴀ⁵³kə²¹²	640
1653	Shanghai	who	113	啥人	sa³⁵ȵiŋ¹³	265
# 
1654	Meixian	what	114	脈个	mak¹ke⁵³	942
1655	Changsha	what	114	么子	mo⁴¹ʦɿ	837
1656	Guixian	what	114	朗子	laŋ⁴²ʦɿ⁴²	1196
1657	Guixian	what	114	那样	la⁴²jaŋ²¹³	801
1658	Hefei	what	114	哄个	xəŋ²⁴kə	1186
1659	Jinan	what	114	么儿	mər⁴²	1127
1660	Jinan	what	114	么	mə⁴²	127
1661	Jinan	what	114	什么	ʂəŋ⁴²mə	788
1662	Hangzhou	what	114	啥西	sɑ⁵³ɕi³³	693
1663	Guangzhou	what	114	乜	mɐt⁵	228
1664	Guangzhou	what	114	乜嘢	mɐt⁵jɛ²³	488
1665	Nanchang	what	114	什哩	sɨʔ⁵li⁰²	428
1666	Chengdu	what	114	啥子	sa¹³ʦɿ⁵³	732
1667	Taiyuan	what	114	甚	səŋ⁴⁵	790
1668	Shexian	what	114	么唉	mɛ⁴⁴ɛ	1140
1669	Beijing	what	114	什么	ʂəm̩³⁵	788
1670	Kunming	what	114	哪样	nᴀ⁵³jᴀ̃²¹²	271
1671	Shanghai	what	114	啥	sa³⁵	162
# 
1672	Changsha	here	115	咯里	ko²⁴li	766
1673	Changsha	here	115	咯块子	ko²⁴kʰwajuai⁴¹ʦɿ	239
1674	Guixian	here	115	这点	ʦɿ⁵⁵tɛ⁴²	972
1675	Xiamen	here	115	即带	ʦit³²te²¹	1109
1676	Xiamen	here	115	遮	ʦja³⁵	25
1677	Hefei	here	115	第奥子	ti⁵³ɔʦə	1059
1678	Hefei	here	115	第格子	ti⁵³kəʦə	457
1679	Jinan	here	115	这里	t͡ʂə²¹ȵi	517
1680	Jinan	here	115	这儿	t͡ʂər²¹	854
1681	Jinan	here	115	这窝里	t͡ʂə²¹vəȵi	517
1682	Hangzhou	here	115	格里	kəʔ⁵li	571
1683	Guangzhou	here	115	呢度	nej⁵⁵tow²²	554
1684	Guangzhou	here	115	呢处	nej⁵⁵sy³³	542
1685	Nanchang	here	115	箇里	ko²¹³li⁰⁴	764
1686	Nanchang	here	115	箇块屑子	ko²¹³kʰwajuai⁰⁴ɕjɛʔ⁵ʦɿ⁰²	280
1687	Chengdu	here	115	这儿	ʦər⁵⁵	854
1688	Taiyuan	here	115	这里	ʦəʔ²lɤ	517
1689	Taiyuan	here	115	这儿家	ʦar⁴⁵ʨja⁵³	854
1690	Shexian	here	115	嗯哪	n̩³¹na	271
1691	Beijing	here	115	这儿	t͡ʂɤr⁵¹	854
1692	Kunming	here	115	这点儿	t͡ʂʅ²¹²tjə³¹ə³¹	972
1693	Shanghai	here	115	迭搭	djɪʔ¹taʔ⁵	973
1694	Shanghai	here	115	搿搭	gəʔ¹taʔ⁵	1031
1695	Shanghai	here	115	搿里	gəʔ¹li¹³	561
# 
1696	Changsha	there	116	那里	la⁵⁵li	519
1697	Changsha	there	116	那块子	la⁵⁵kʰwajuai⁴¹ʦɿ	1082
1698	Guixian	there	116	那点	a⁵⁵tɛ⁴²	482
1699	Xiamen	there	116	迄带	hit³²te²¹	416
1700	Xiamen	there	116	遐	hja³⁵	413
1701	Hefei	there	116	那奥子	la⁵³ɔʦə	510
1702	Hefei	there	116	那格子	la⁵³kəʦə	826
1703	Jinan	there	116	那里	na²¹ȵi	519
1704	Jinan	there	116	那儿	nar²¹	1127
1705	Jinan	there	116	那窝里	na²¹vəȵi	519
1706	Hangzhou	there	116	那里	nɑ⁴⁴⁵li	519
1707	Nanchang	there	116	许里	he²¹³li⁰⁴	595
1708	Nanchang	there	116	许块屑子	he²¹³kʰwajuai⁰⁴ɕjɛʔ⁵ʦ⁰²	280
1709	Chengdu	there	116	那儿	nər⁵⁵	1127
1710	Taiyuan	there	116	兀里	vəʔ²lɤ	789
1711	Taiyuan	there	116	兀儿家	var⁴⁵ʨja⁵³	644
1712	Taiyuan	there	116	那里	nəʔ²lɤ	519
1713	Taiyuan	there	116	那儿家	nar⁴⁵ʨja⁵³	482
1714	Shexian	there	116	那哪	na²²na	700
1715	Shexian	there	116	哪哪	na³⁵na	640
1716	Beijing	there	116	那儿	nar⁵¹	1127
1717	Beijing	there	116	那下儿	na⁵¹xar	655
1718	Kunming	there	116	那点儿	nə²¹²tjə³¹ə³¹	482
1719	Shanghai	there	116	伊搭	i⁵³taʔ⁵	803
1720	Shanghai	there	116	伊面	i⁵³mi¹³	109
# 
1721	Changsha	where	117	哪里	la⁴¹li	209
1722	Changsha	where	117	哪块子	la⁴¹kʰwajuai⁴¹ʦɿ	280
1723	Changsha	where	117	何至	o¹³t͡ʂʅ⁵⁵	720
1724	Guixian	where	117	哪点	la⁴²tɛ⁴²	168
1725	Xiamen	where	117	倒落一带	to⁵³loʔʦit⁵te²¹	918
1726	Xiamen	where	117	倒落	to⁵³loʔ	617
1727	Xiamen	where	117	甚物所在	sim⁵³miʔ⁵sɔ⁵³ʦaj²²	917
1728	Hefei	where	117	哪格子	la²⁴kəʦə	468
1729	Jinan	where	117	哪里	na⁵⁵ȵi	209
1730	Jinan	where	117	哪	na⁵⁵	271
1731	Jinan	where	117	哪里	na⁵⁵li	209
1732	Hangzhou	where	117	哪里	nɑ⁵³li	209
1733	Guangzhou	where	117	边	pin⁵⁵	1044
1734	Guangzhou	where	117	边度	pin⁵⁵tow²²	721
1735	Guangzhou	where	117	边处	pin⁵⁵sy³³	971
1736	Nanchang	where	117	哪里	lɑ²¹³li⁰⁴	209
1737	Nanchang	where	117	哪块屑子	lɑ²¹³kʰwajuai⁰⁴ɕjɛʔ⁵ʦɿ⁰²	280
1738	Taiyuan	where	117	哪里	na⁵³lɤ	209
1739	Taiyuan	where	117	哪儿家	nar⁵³ʨja¹¹	168
1740	Shexian	where	117	哪里	la³⁵li	209
1741	Shexian	where	117	么唉落地	mɛ⁴⁴ɛ²²lɔ²²tʰi²²	891
1742	Beijing	where	117	哪儿	nar²¹⁴	1127
1743	Beijing	where	117	哪下儿	na²¹⁴xar⁴	655
1744	Kunming	where	117	哪点儿	nᴀ⁵³tjə³¹ə³¹	168
1745	Shanghai	where	117	啥地方	sa³⁴di¹³fɑ̃⁵³	473
1746	Shanghai	where	117	鞋里	ɦa¹³li¹³	451
# 
1747	Changsha	this	118	咯个	kaj²⁴ko	651
1748	Changsha	this	118	咯只	kaj²⁴t͡ʂa²⁴	842
1749	Guixian	this	118	这个	ʦɿ⁵⁵ko²¹³	984
1750	Xiamen	this	118	即个	ʦit³²e³⁵	585
1751	Hefei	this	118	第个	ti⁵³kə	34
1752	Jinan	this	118	这个	t͡ʂə²¹kə	984
1753	Hangzhou	this	118	接个	ʨjəʔ⁵koʔ⁵	84
1754	Guangzhou	this	118	呢个	nej⁵⁵kɔ³³	1107
1755	Nanchang	this	118	箇只	ko²¹³ʦɑʔ⁵	370
1756	Chengdu	this	118	这个	ʦe¹³ko¹³	984
1757	Shexian	this	118	嗯个	n̩³¹ko	1043
1758	Beijing	this	118	这个	t͡ʂə⁵¹kə¹	984
1759	Kunming	this	118	这个	t͡ʂʅ⁴⁴kə²¹²	984
1760	Shanghai	this	118	迭个	djɪʔ¹gəʔ¹	1094
1761	Shanghai	this	118	搿个	gəʔ¹gəʔ¹	847
# 
1762	Changsha	that	119	那个	laj⁵⁵ko	888
1763	Changsha	that	119	那只	laj⁵⁵t͡ʂa²⁴	430
1764	Guixian	that	119	那个	a⁵⁵ko²¹³	888
1765	Xiamen	that	119	迄个	hit³²e³⁵	986
1766	Hefei	that	119	那个	lɑʔ⁵ko	888
1767	Jinan	that	119	那个	na²¹kə	888
1768	Hangzhou	that	119	那个	nɑ⁵³koʔ⁵	888
1769	Nanchang	that	119	许个	he²¹³ko⁰⁴	820
1770	Nanchang	that	119	许只	he²¹³ʦɑʔ⁵	663
1771	Chengdu	that	119	那个	na¹³ko¹³	888
1772	Taiyuan	that	119	乃	naj⁵³	513
1773	Shexian	that	119	那个	na²²ko	888
1774	Shexian	that	119	哪个	na³⁵ko	640
1775	Beijing	that	119	那个	na⁵¹kə¹	888
1776	Kunming	that	119	那个	nə²¹²kə²¹²	888
1777	Shanghai	that	119	伊个	i⁵³gəʔ¹	1005
1778	Shanghai	that	119	哀个	e⁵³gəʔ¹	15
# 
1779	Changsha	what kind of	120	哪个	laj⁴¹ko	640
1780	Changsha	what kind of	120	何至个	o¹³t͡ʂʅ⁵⁵ko⁵⁵	720
1781	Guixian	what kind of	120	哪个	la⁴²ko²¹³	640
1782	Xiamen	what kind of	120	倒落一个	to⁵³loʔ⁵ʦit⁵e³⁵	918
1783	Hefei	what kind of	120	哈一个	xa²⁴jəʔ⁵kə	135
1784	Jinan	what kind of	120	哪一个	na⁵⁵ikə	640
1785	Hangzhou	what kind of	120	哪一个	nɑ⁴⁴⁵ʔjəʔ⁵koʔ⁵	640
1786	Guangzhou	what kind of	120	边个	pin⁵⁵kɔ³³	39
1787	Nanchang	what kind of	120	哪个	lɑ²¹³ko⁰⁴	640
1788	Chengdu	what kind of	120	哪个	na⁵³ko¹³	640
1789	Taiyuan	what kind of	120	哪块	na⁵³kwajuai⁴⁵	280
1790	Taiyuan	what kind of	120	哪个	na⁵³kɤ⁴⁵	640
1791	Beijing	what kind of	120	哪个	na²¹⁴kə	640
1792	Kunming	what kind of	120	哪个	nᴀ⁵³kə²¹²	640
1793	Shanghai	what kind of	120	鞋里个	ɦa¹³li¹³gəʔ¹	451
# 
1794	Meixian	how	121	样儿	ŋjoŋ⁵³ŋe	1061
1795	Changsha	how	121	何是	o¹³ʂʅ	960
1796	Changsha	how	121	何里	o¹³li	17
1797	Guixian	how	121	咋个样	ʦa²¹ko²¹jaŋ	388
1798	Xiamen	how	121	怎仔样	ʦãj⁵³jã⁵³jũ²²	351
1799	Xiamen	how	121	安怎	an⁵⁵ʦwã⁵³	919
1800	Hefei	how	121	怎样	ʦən²⁴jɑ̃⁵³	351
1801	Jinan	how	121	怎么样儿	ʦəŋ⁵⁵məiãəiãr²¹	351
1802	Hangzhou	how	121	接个套	ʨjəʔ⁵kəʔ⁵tʰɔ⁴⁴⁵	84
1803	Guangzhou	how	121	点	tim³⁵	260
1804	Guangzhou	how	121	点样	tim³⁵jœŋ²²	395
1805	Nanchang	how	121	郎	lɔŋ⁴⁵	289
1806	Nanchang	how	121	郎样	lɔŋ⁴⁵jɔŋ²¹	435
1807	Chengdu	how	121	咋个	ʦa³¹ko¹³	388
1808	Chengdu	how	121	啷个	naŋ⁵³ko¹³	618
1809	Taiyuan	how	121	咋地	ʦaʔ²ti⁴⁵	846
1810	Shexian	how	121	何样	xo⁴⁴ja²²	1027
1811	Shexian	how	121	何如	xo⁴⁴y⁴⁴	410
1812	Beijing	how	121	怎么样	ʦən²¹⁴mə⁴jɑŋ⁵¹	351
1813	Kunming	how	121	咋个了	ʦᴀ³¹kə²¹²lə⁵³	388
1814	Shanghai	how	121	哪能	na¹³nəŋ¹³	726
# 
1815	Meixian	classifier (person)	122	一个人客	ke⁵³	288
1816	Changsha	classifier (person)	122	一位客人	wejuei¹¹	288
1817	Guixian	classifier (person)	122	一个客人	ko²¹³	288
1818	Xiamen	classifier (person)	122	一个人客	e³⁵	288
1819	Hefei	classifier (person)	122	一个客人	kə⁵³	288
1820	Jinan	classifier (person)	122	一位客人	vej²¹	288
1821	Hangzhou	classifier (person)	122	一个客人	kəʔ⁵	288
1822	Guangzhou	classifier (person)	122	一位客人	wɐj²²	288
1823	Nanchang	classifier (person)	122	一个客	ko⁴⁵	288
1824	Chengdu	classifier (person)	122	一位客人	wejuei¹³	288
1825	Taiyuan	classifier (person)	122	一块客人	kwajuai⁴⁵	288
1826	Shexian	classifier (person)	122	一个客	ko³²⁴	288
1827	Beijing	classifier (person)	122	位	wejuei⁵¹	1113
1828	Kunming	classifier (person)	122	一个客人	kə²¹²	288
1829	Shanghai	classifier (person)	122	一位客人	we¹³	288
# 
1830	Meixian	classifier (pair)	123	一双鞋	suŋ⁴⁴	708
1831	Changsha	classifier (pair)	123	一双鞋子	ɕɥan³³	708
1832	Guixian	classifier (pair)	123	一双鞋	swaŋ⁵⁵	708
1833	Xiamen	classifier (pair)	123	一双鞋	sjaŋ⁵⁵	708
1834	Hefei	classifier (pair)	123	一双鞋	ʂwɑ̃²¹	708
1835	Jinan	classifier (pair)	123	一双鞋	ʂwaŋ²¹³	708
1836	Hangzhou	classifier (pair)	123	一双鞋子	sɥɑŋ³³	708
1837	Guangzhou	classifier (pair)	123	一对鞋	tøɥ³³	771
1838	Nanchang	classifier (pair)	123	一双鞋子	sɔŋ⁴²	708
1839	Chengdu	classifier (pair)	123	一双鞋	swaŋ⁵⁵	708
1840	Taiyuan	classifier (pair)	123	一对鞋	twejuei⁴⁵	771
1841	Shexian	classifier (pair)	123	一双鞋	so³¹	708
1842	Beijing	classifier (pair)	123	双	ʂwaŋ⁵⁵	98
1843	Kunming	classifier (pair)	123	一双鞋子	ʂwᴀ̃⁴⁴	708
1844	Shanghai	classifier (pair)	123	一双鞋子	sɑ̃⁵³	708
# 
1845	Meixian	classifier (pillow)	124	一翻被	fon⁴⁴	877
1846	Changsha	classifier (pillow)	124	一床被子	ʨɥan¹³	682
1847	Guixian	classifier (pillow)	124	一床被窝	ʦʰwaŋ²¹	682
1848	Xiamen	classifier (pillow)	124	一领被	nja	629
1849	Xiamen	classifier (pillow)	124	一床被	ʦʰŋ̍³⁵	682
1850	Hefei	classifier (pillow)	124	一床被	t͡ʂʰwɑ̃⁵⁵	682
1851	Jinan	classifier (pillow)	124	一床被窝	t͡ʂʰwaŋ⁴²	682
1852	Hangzhou	classifier (pillow)	124	一床棉被	ʣɥɑŋ²¹³	682
1853	Hangzhou	classifier (pillow)	124	一条被头	djɔ²¹³	516
1854	Guangzhou	classifier (pillow)	124	一床被	ʦʰɔŋ²¹	682
1855	Guangzhou	classifier (pillow)	124	一张被	ʦœŋ⁵³	701
1856	Nanchang	classifier (pillow)	124	一床被火	ʦʰɔŋ²⁴	682
1857	Chengdu	classifier (pillow)	124	一床铺盖	ʦʰwaŋ³¹	905
1858	Taiyuan	classifier (pillow)	124	一块被子	kwajuai⁴⁵	682
1859	Shexian	classifier (pillow)	124	一床被	so⁴⁴	682
1860	Shexian	classifier (pillow)	124	一条被	tʰjɔ⁴⁴	516
1861	Beijing	classifier (pillow)	124	床	t͡ʂʰwɑŋ³⁵	768
1862	Kunming	classifier (pillow)	124	一床被窝	ʦʰwaŋ²¹	682
1863	Shanghai	classifier (pillow)	124	一条被头	djɔ¹³	516
# 
1864	Meixian	classifier (vehicle)	125	一辆车	ljoŋ¹¹	763
1865	Changsha	classifier (vehicle)	125	一部车子	pu¹¹	175
1866	Guixian	classifier (vehicle)	125	一架车子	ʨja²¹³	175
1867	Xiamen	classifier (vehicle)	125	一顶车	tiŋ⁵³	1123
1868	Xiamen	classifier (vehicle)	125	一部车	pɔ²²	175
1869	Hefei	classifier (vehicle)	125	一挂车	kwa⁵³	741
1870	Jinan	classifier (vehicle)	125	一辆车	ljaŋ⁵⁵	763
1871	Jinan	classifier (vehicle)	125	一挂车	kwa²¹	741
1872	Hangzhou	classifier (vehicle)	125	一部车子	bu¹³	175
1873	Guangzhou	classifier (vehicle)	125	一架车	ka³³	175
1874	Nanchang	classifier (vehicle)	125	一部车子	pʰu²¹	175
1875	Chengdu	classifier (vehicle)	125	一架车	ʨja¹³	175
1876	Chengdu	classifier (vehicle)	125	一挂车	kwa¹³	741
1877	Taiyuan	classifier (vehicle)	125	一挂车	kwa⁴⁵	741
1878	Shexian	classifier (vehicle)	125	一部车	pʰu²²	175
1879	Beijing	classifier (vehicle)	125	辆	ljɑŋ⁵¹	322
1880	Kunming	classifier (vehicle)	125	一张车	t͡ʂᴀ̃⁴⁴	402
1881	Shanghai	classifier (vehicle)	125	一部车子	bu¹³	175
# 
1882	Meixian	classifier (cow)	126	一条牛	tʰjawiau¹¹	716
1883	Changsha	classifier (cow)	126	一条牛	tjawiau¹³	716
1884	Guixian	classifier (cow)	126	一条牛	tʰjaoiao²¹	716
1885	Xiamen	classifier (cow)	126	一只牛	ʦjaʔ³²	652
1886	Hefei	classifier (cow)	126	一条牛	tʰjɔ⁵⁵	716
1887	Jinan	classifier (cow)	126	一条牛	tʰjɔ⁴²	716
1888	Jinan	classifier (cow)	126	一个牛	kə²¹	999
1889	Hangzhou	classifier (cow)	126	一只牛	ʦɑʔ⁵	652
1890	Guangzhou	classifier (cow)	126	一只牛	ʦɛk³	652
