# PAN
ID	Language	Gloss	GlossID	CogID	IPA	Tokens
497	Central Amis	neck	25	220	liʕer	l i ʕ e r
498	Banoni	neck	25	657	kokoromo	k o k o r o m o
499	Singhi	neck	25	-325	tuŋoe	t u ŋ o e
500	Banggi	neck	25	2849	tigoru	t i g o r u
# 
501	Maloh	hair	26	252	buk	b u k
502	Merina (Malagasy)	hair	26	-126	volo	v o l o
503	Thao	hair	26	252	fukish	f u k i s h
504	Palauan	hair	26	-252	cʰui	cʰ u i
505	Tunjung	hair	26	677	alaw	a l a w
506	Bare'e	hair	26	-126	wujua	w u j u a
507	Iban	hair	26	252	bok	b o k
508	Berawan (Long Terawan)	hair	26	252	puʔ	p u ʔ
509	Moken	hair	26	1711	buloj	b u l o j
510	Hanunoo	hair	26	252	buhuk	b u h u k
511	Wuna	hair	26	126	vulu#no#fotu	v u l u # n o # f o t u
512	Tetum	hair	26	252	fuːk	f uː k
513	Mailu	hair	26	441	limuː	l i m uː
514	Tsou	hair	26	252	fʔʉ́sʉ	f ʔ ʉ́ s ʉ
515	Nias	hair	26	252	bu	b u
516	Central Amis	hair	26	252	fukes	f u k e s
517	Chamorro	hair	26	126	gapotulu	g a p o t u l u
518	Chamorro	hair	26	586	pulu	p u l u
519	Banoni	hair	26	586	punu	p u n u
520	Singhi	hair	26	252	boek	b o e k
521	Banggi	hair	26	252	obuk	o b u k
# 
522	Maloh	nose	27	1004	iŋar	i ŋ a r
523	Merina (Malagasy)	nose	27	26	orona	o r o n a
524	Thao	nose	27	316	muzin	m u z i n
525	Palauan	nose	27	1267	iis	i i s
526	Tunjung	nose	27	26	uruŋ	u r u ŋ
527	Bare'e	nose	27	119	eŋo	e ŋ o
528	Iban	nose	27	26	idoŋ	i d o ŋ
529	Berawan (Long Terawan)	nose	27	26	cuŋ	c u ŋ
530	Moken	nose	27	1712	cahuːŋ	c a h uː ŋ
531	Moken	nose	27	-26	joŋ	j o ŋ
532	Hanunoo	nose	27	26	iruŋ	i r u ŋ
533	Tetum	nose	27	26	inur	i n u r
534	Mailu	nose	27	1948	durumu	d u r u m u
535	Tsou	nose	27	680	ŋʉcʉ	ŋ ʉ c ʉ
536	Nias	nose	27	26	ixu	i x u
537	Central Amis	nose	27	680	ŋusuq	ŋ u s u q
538	Central Amis	nose	27	680	ŋosoʕ	ŋ o s o ʕ
539	Banoni	nose	27	26	vivitsi	v i v i t s i
540	Banoni	nose	27	26	visu	v i s u
541	Singhi	nose	27	-26	nuŋ	n u ŋ
542	Banggi	nose	27	26	iduŋ	i d u ŋ
# 
543	Maloh	to breathe	28	55	batak#nʲawa	b a t a k # nʲ a w a
544	Merina (Malagasy)	to breathe	28	1064	mifoka	m i f o k a
545	Thao	to breathe	28	1173	shminaw	s h m i n a w
546	Palauan	to breathe	28	1268	outelil	o u t e l i l
547	Tunjung	to breathe	28	124	ŋasaŋ	ŋ a s a ŋ
548	Bare'e	to breathe	28	1492	wolo	w o l o
549	Iban	to breathe	28	55	benʲawa	b e nʲ a w a
550	Iban	to breathe	28	1562	njintak#seput	n j i n t a k # s e p u t
551	Iban	to breathe	28	1563	enseput	e n s e p u t
552	Berawan (Long Terawan)	to breathe	28	-124	ŋətəcin	ŋ ə t ə c i n
553	Moken	to breathe	28	1713	pahoːt	p a h oː t
554	Hanunoo	to breathe	28	1804	arup	a r u p
555	Wuna	to breathe	28	593	nofenei	n o f e n e i
556	Mailu	to breathe	28	1949	mau#ːuriuri	m a u #ː u r i u r i
557	Tsou	to breathe	28	2111	eunsou	e u n s o u
558	Nias	to breathe	28	2236	mohanuhanu	m o h a n u h a n u
559	Central Amis	to breathe	28	2346	saslaʕan	s a s l a ʕ a n
560	Chamorro	to breathe	28	2522	hagoŋ	h a g o ŋ
561	Banoni	to breathe	28	2617	vasa	v a s a
562	Singhi	to breathe	28	124	masuŋ	m a s u ŋ
563	Banggi	to breathe	28	2850	intaŋ	i n t a ŋ
# 
564	Maloh	to sniff, smell	29	352	mambu	m a m b u
565	Merina (Malagasy)	to sniff, smell	29	1065	mitroka	m i t r o k a
566	Thao	to sniff, smell	29	686	shmazik	s h m a z i k
567	Palauan	to sniff, smell	29	1269	meluŋl	m e l u ŋ l
568	Tunjung	to sniff, smell	29	686	karak	k a r a k
569	Bare'e	to sniff, smell	29	1493	meeŋa	m e e ŋ a
570	Iban	to sniff, smell	29	453	sium	s i u m
571	Berawan (Long Terawan)	to sniff, smell	29	686	marəʔ	m a r ə ʔ
572	Hanunoo	to sniff, smell	29	1805	sumiŋhut	s u m i ŋ h u t
573	Wuna	to sniff, smell	29	841	nofowono	n o f o w o n o
574	Tetum	to sniff, smell	29	1885	horan	h o r a n
575	Mailu	to sniff, smell	29	1950	naninani	n a n i n a n i
576	Tsou	to sniff, smell	29	2112	eéluʉ	e é l u ʉ
577	Nias	to sniff, smell	29	2237	ago	a g o
578	Central Amis	to sniff, smell	29	686	sanek	s a n e k
579	Central Amis	to sniff, smell	29	686	hanek	h a n e k
580	Banoni	to sniff, smell	29	2618	gʰau	gʰ a u
581	Singhi	to sniff, smell	29	686	koduk	k o d u k
582	Banggi	to sniff, smell	29	686	eŋgadak	e ŋ g a d a k
# 
583	Maloh	mouth	30	716	babaʔ	b a b a ʔ
584	Merina (Malagasy)	mouth	30	716	vava	v a v a
585	Thao	mouth	30	1174	ruzic	r u z i c
586	Palauan	mouth	30	1270	ŋor	ŋ o r
587	Tunjung	mouth	30	1411	oncoŋ	o n c o ŋ
588	Bare'e	mouth	30	96	ŋuju	ŋ u j u
589	Iban	mouth	30	60	mulut	m u l u t
590	Iban	mouth	30	716	nʲawa	nʲ a w a
591	Berawan (Long Terawan)	mouth	30	779	munoŋ	m u n o ŋ
592	Moken	mouth	30	1714	ʔokaːŋ	ʔ o k aː ŋ
593	Hanunoo	mouth	30	692	bibig	b i b i g
594	Hanunoo	mouth	30	1806	sulaŋ	s u l a ŋ
595	Wuna	mouth	30	716	woba	w o b a
596	Tetum	mouth	30	462	ibun	i b u n
597	Tetum	mouth	30	96	nunun	n u n u n
598	Mailu	mouth	30	1951	noga	n o g a
599	Tsou	mouth	30	2113	ŋaeo	ŋ a e o
600	Nias	mouth	30	716	bawa	b a w a
601	Central Amis	mouth	30	2347	ŋujus	ŋ u j u s
602	Central Amis	mouth	30	2348	ŋojos	ŋ o j o s
603	Chamorro	mouth	30	2523	pacʰot	p a cʰ o t
604	Banoni	mouth	30	652	maŋo	m a ŋ o
605	Singhi	mouth	30	716	boba	b o b a
606	Banggi	mouth	30	716	bobok	b o b o k
# 
607	Maloh	tooth	31	369	isi	i s i
608	Merina (Malagasy)	tooth	31	492	nifj	n i f j
609	Thao	tooth	31	492	nipin	n i p i n
610	Palauan	tooth	31	1271	uiŋel	u i ŋ e l
611	Tunjung	tooth	31	387	kəsiŋ	k ə s i ŋ
612	Bare'e	tooth	31	369	ŋisi	ŋ i s i
613	Iban	tooth	31	1564	ŋeliʔ	ŋ e l i ʔ
614	Berawan (Long Terawan)	tooth	31	492	jipən	j i p ə n
615	Moken	tooth	31	492	lepan	l e p a n
616	Hanunoo	tooth	31	492	ŋipun	ŋ i p u n
617	Wuna	tooth	31	31	waŋka	w a ŋ k a
618	Tetum	tooth	31	-492	nean	n e a n
619	Mailu	tooth	31	1952	gagina	g a g i n a
620	Mailu	tooth	31	1953	maː	m aː
621	Tsou	tooth	31	261	hisi	h i s i
622	Nias	tooth	31	492	ifõ	i f õ
623	Central Amis	tooth	31	261	walis	w a l i s
624	Chamorro	tooth	31	492	nifen	n i f e n
625	Banoni	tooth	31	2619	nuki	n u k i
626	Singhi	tooth	31	492	jupen	j u p e n
627	Banggi	tooth	31	2851	kuhud	k u h u d
# 
628	Maloh	tongue	32	142	lilaʔ	l i l a ʔ
629	Merina (Malagasy)	tongue	32	142	léla	l é l a
630	Thao	tongue	32	368	zama	z a m a
631	Palauan	tongue	32	1272	cʰur	cʰ u r
632	Tunjung	tongue	32	142	celaʔ	c e l a ʔ
633	Bare'e	tongue	32	142	jila	j i l a
634	Iban	tongue	32	142	dilah	d i l a h
635	Berawan (Long Terawan)	tongue	32	142	jali	j a l i
636	Moken	tongue	32	1715	kəleʔ	k ə l e ʔ
637	Hanunoo	tongue	32	142	dilaʔ	d i l a ʔ
638	Wuna	tongue	32	142	lela	l e l a
639	Tetum	tongue	32	468	nanaːn	n a n aː n
640	Mailu	tongue	32	465	goba	g o b a
641	Tsou	tongue	32	368	umo	u m o
642	Nias	tongue	32	142	lela	l e l a
643	Central Amis	tongue	32	368	sema	s e m a
644	Banoni	tongue	32	757	mea	m e a
645	Singhi	tongue	32	142	jorah	j o r a h
646	Banggi	tongue	32	142	dila	d i l a
# 
647	Maloh	to laugh	33	145	tatawa	t a t a w a
648	Merina (Malagasy)	to laugh	33	1066	héhj	h é h j
649	Thao	to laugh	33	145	macacawa	m a c a c a w a
650	Palauan	to laugh	33	1273	ocʰercʰur	o cʰ e r cʰ u r
651	Tunjung	to laugh	33	145	tagaʔ	t a g a ʔ
652	Bare'e	to laugh	33	1494	gele	g e l e
653	Iban	to laugh	33	145	ketawaʔ	k e t a w a ʔ
654	Berawan (Long Terawan)	to laugh	33	145	tabəh	t a b ə h
655	Moken	to laugh	33	145	nawaʔ	n a w a ʔ
656	Hanunoo	to laugh	33	177	akʔak	a k ʔ a k
657	Hanunoo	to laugh	33	12	sumari	s u m a r i
658	Wuna	to laugh	33	145	fota	f o t a
659	Tetum	to laugh	33	1886	hanasːa	h a n a sː a
660	Mailu	to laugh	33	1954	toru	t o r u
661	Tsou	to laugh	33	145	cocvo	c o c v o
662	Nias	to laugh	33	145	taw̃a	t a w̃ a
663	Central Amis	to laugh	33	2349	miceriq	m i c e r i q
664	Central Amis	to laugh	33	145	tawa	t a w a
665	Central Amis	to laugh	33	145	matawa	m a t a w a
666	Chamorro	to laugh	33	2524	cʰalek	cʰ a l e k
667	Banoni	to laugh	33	2620	vagiri	v a g i r i
668	Singhi	to laugh	33	145	tauwix	t a u w i x
# 
669	Maloh	to cry	34	179	anaŋis	a n a ŋ i s
670	Merina (Malagasy)	to cry	34	179	mitomanj	m i t o m a n j
671	Thao	to cry	34	179	cmanit	c m a n i t
672	Palauan	to cry	34	1274	lmaŋel	l m a ŋ e l
673	Tunjung	to cry	34	179	naŋi	n a ŋ i
674	Bare'e	to cry	34	179	taŋi	t a ŋ i
675	Iban	to cry	34	1565	sabak	s a b a k
676	Berawan (Long Terawan)	to cry	34	179	naŋeh	n a ŋ e h
677	Moken	to cry	34	179	naŋaj	n a ŋ a j
678	Hanunoo	to cry	34	1807	maglumi	m a g l u m i
679	Wuna	to cry	34	243	nogʰae	n o gʰ a e
680	Tetum	to cry	34	179	tanis	t a n i s
681	Mailu	to cry	34	-179	ini	i n i
682	Tsou	to cry	34	179	moŋsi	m o ŋ s i
683	Nias	to cry	34	2238	meʔe	m e ʔ e
684	Nias	to cry	34	2239	moweŋuweŋu	m o w e ŋ u w e ŋ u
685	Central Amis	to cry	34	179	tumaŋic	t u m a ŋ i c
686	Chamorro	to cry	34	179	taŋes	t a ŋ e s
687	Banoni	to cry	34	179	tanisi	t a n i s i
688	Singhi	to cry	34	2754	sien	s i e n
689	Banggi	to cry	34	179	temeis	t e m e i s
# 
690	Maloh	to vomit	35	-794	talimbuak	t a l i m b u a k
691	Merina (Malagasy)	to vomit	35	1067	mandoa	m a n d o a
692	Thao	to vomit	35	794	mutaq	m u t a q
693	Palauan	to vomit	35	794	mudecʰ	m u d e cʰ
694	Tunjung	to vomit	35	794	notaʔ	n o t a ʔ
695	Bare'e	to vomit	35	112	melua	m e l u a
696	Iban	to vomit	35	794	mutah	m u t a h
697	Berawan (Long Terawan)	to vomit	35	794	nʲuta	nʲ u t a
698	Moken	to vomit	35	794	motaːk	m o t aː k
699	Hanunoo	to vomit	35	470	sumuka	s u m u k a
700	Wuna	to vomit	35	112	toŋka	t o ŋ k a
701	Tetum	to vomit	35	1887	kalea	k a l e a
702	Tetum	to vomit	35	794	muta	m u t a
703	Mailu	to vomit	35	-499	gobagoba	g o b a g o b a
704	Tsou	to vomit	35	794	teabuto	t e a b u t o
705	Nias	to vomit	35	794	muta	m u t a
706	Central Amis	to vomit	35	794	mutaq	m u t a q
707	Central Amis	to vomit	35	794	mautaʕ	m a u t a ʕ
708	Banoni	to vomit	35	2621	toruː	t o r uː
709	Singhi	to vomit	35	794	ŋutah	ŋ u t a h
# 
710	Maloh	to spit	36	1005	malasuʔ	m a l a s u ʔ
711	Merina (Malagasy)	to spit	36	829	mandrora	m a n d r o r a
712	Thao	to spit	36	1175	mafilhaq	m a f i l h a q
713	Palauan	to spit	36	1275	melub	m e l u b
714	Tunjung	to spit	36	1412	məcuh	m ə c u h
715	Iban	to spit	36	829	ŋeludah	ŋ e l u d a h
716	Berawan (Long Terawan)	to spit	36	407	suli	s u l i
717	Moken	to spit	36	1716	ŋanʲaw	ŋ a nʲ a w
718	Hanunoo	to spit	36	1808	magbuga	m a g b u g a
719	Wuna	to spit	36	805	fogʰoniu	f o gʰ o n i u
720	Wuna	to spit	36	805	feugʰi	f e u gʰ i
721	Tetum	to spit	36	1888	teniru	t e n i r u
722	Mailu	to spit	36	1955	arimuai	a r i m u a i
723	Tsou	to spit	36	-522	tmʉeposʉ	t m ʉ e p o s ʉ
724	Nias	to spit	36	217	ilo	i l o
725	Central Amis	to spit	36	115	ŋalaj	ŋ a l a j
726	Central Amis	to spit	36	2350	misupa	m i s u p a
727	Banoni	to spit	36	2622	nomi	n o m i
728	Singhi	to spit	36	829	ŋujah	ŋ u j a h
729	Banggi	to spit	36	51	ilab	i l a b
# 
730	Maloh	to eat	37	222	aŋkan	a ŋ k a n
731	Merina (Malagasy)	to eat	37	222	homana	h o m a n a
732	Thao	to eat	37	222	kman	k m a n
733	Tunjung	to eat	37	222	kuman	k u m a n
734	Bare'e	to eat	37	-222	maŋkoni	m a ŋ k o n i
735	Iban	to eat	37	222	makai	m a k a i
736	Berawan (Long Terawan)	to eat	37	222	kuman	k u m a n
737	Moken	to eat	37	1717	peh	p e h
738	Moken	to eat	37	1718	nʲam	nʲ a m
739	Hanunoo	to eat	37	222	kumaʔun	k u m a ʔ u n
740	Wuna	to eat	37	639	fomaː	f o m aː
741	Tetum	to eat	37	-222	ha	h a
742	Mailu	to eat	37	1956	isiːsi	i s iː s i
743	Tsou	to eat	37	222	bonʉ	b o n ʉ
744	Tsou	to eat	37	-222	ana	a n a
745	Central Amis	to eat	37	222	kaqen	k a q e n
746	Chamorro	to eat	37	2525	cʰocʰu	cʰ o cʰ u
747	Banoni	to eat	37	304	tam	t a m
748	Banoni	to eat	37	2623	bebau	b e b a u
749	Singhi	to eat	37	-222	man	m a n
750	Banggi	to eat	37	2852	mohodn	m o h o d n
# 
751	Merina (Malagasy)	to chew	38	1068	mihota	m i h o t a
752	Thao	to chew	38	18	mapapak	m a p a p a k
753	Palauan	to chew	38	1276	melecʰedacʰem	m e l e cʰ e d a cʰ e m
754	Palauan	to chew	38	1277	meriŋet	m e r i ŋ e t
755	Palauan	to chew	38	1278	melamecʰ	m e l a m e cʰ
756	Bare'e	to chew	38	642	mama	m a m a
757	Iban	to chew	38	803	kunʲah	k u nʲ a h
758	Berawan (Long Terawan)	to chew	38	-444	kapaʔ	k a p a ʔ
759	Moken	to chew	38	1719	mənʲaːj	m ə nʲ aː j
760	Hanunoo	to chew	38	1809	magtaltaʔ	m a g t a l t a ʔ
761	Wuna	to chew	38	642	kamama	k a m a m a
762	Tetum	to chew	38	642	mamːa	m a mː a
763	Mailu	to chew	38	1957	naʔunaʔu	n a ʔ u n a ʔ u
764	Mailu	to chew	38	1958	asiasi	a s i a s i
765	Tsou	to chew	38	2114	msimo	m s i m o
766	Tsou	to chew	38	2115	sinvi	s i n v i
767	Nias	to chew	38	2240	moŋaŋa	m o ŋ a ŋ a
768	Central Amis	to chew	38	2351	kemkem	k e m k e m
769	Central Amis	to chew	38	-444	papap	p a p a p
770	Chamorro	to chew	38	2526	nʲamnʲam	nʲ a m nʲ a m
771	Chamorro	to chew	38	-739	ŋaŋas	ŋ a ŋ a s
772	Singhi	to chew	38	2755	mopa	m o p a
773	Singhi	to chew	38	2756	nʲugis	nʲ u g i s
# 
774	Maloh	to cook	39	1006	mapiaŋ	m a p i a ŋ
775	Maloh	to cook	39	1007	riko	r i k o
776	Merina (Malagasy)	to cook	39	1069	mahandro	m a h a n d r o
777	Palauan	to cook	39	1279	meliokl	m e l i o k l
778	Tunjung	to cook	39	1413	əncak	ə n c a k
779	Bare'e	to cook	39	545	monau	m o n a u
780	Iban	to cook	39	1566	sumai	s u m a i
781	Iban	to cook	39	410	tanak	t a n a k
782	Berawan (Long Terawan)	to cook	39	72	pacaʔ	p a c a ʔ
783	Moken	to cook	39	1720	mədoːt	m ə d oː t
784	Tetum	to cook	39	1889	teʔin	t e ʔ i n
785	Tetum	to cook	39	545	nasu	n a s u
786	Tetum	to cook	39	186	daʔan	d a ʔ a n
787	Mailu	to cook	39	221	daridari	d a r i d a r i
788	Tsou	to cook	39	2116	cueu	c u e u
789	Nias	to cook	39	2241	lõma	l õ m a
790	Nias	to cook	39	2242	rino	r i n o
791	Central Amis	to cook	39	2352	mitaŋtaŋ	m i t a ŋ t a ŋ
792	Central Amis	to cook	39	2353	mitaŋtaŋ	m i t a ŋ t a ŋ
793	Chamorro	to cook	39	186	cʰahan	cʰ a h a n
794	Banoni	to cook	39	2624	keːkaru	k eː k a r u
795	Singhi	to cook	39	410	tunuk	t u n u k
# 
796	Maloh	to drink	40	294	mainʲum	m a i nʲ u m
797	Merina (Malagasy)	to drink	40	1070	misotro	m i s o t r o
798	Thao	to drink	40	1176	miqilha	m i q i l h a
799	Palauan	to drink	40	294	melim	m e l i m
800	Tunjung	to drink	40	1414	muruʔ	m u r u ʔ
801	Bare'e	to drink	40	294	inu	i n u
802	Iban	to drink	40	598	irup	i r u p
803	Berawan (Long Terawan)	to drink	40	1636	cəʔ	c ə ʔ
804	Moken	to drink	40	1721	maʔam	m a ʔ a m
805	Hanunoo	to drink	40	294	uminum	u m i n u m
806	Wuna	to drink	40	715	foragʰu	f o r a gʰ u
807	Tetum	to drink	40	1890	hemu	h e m u
808	Mailu	to drink	40	1959	tepatepari	t e p a t e p a r i
809	Tsou	to drink	40	463	mimo	m i m o
810	Nias	to drink	40	294	inu	i n u
811	Central Amis	to drink	40	2354	helot	h e l o t
812	Central Amis	to drink	40	230	minanum	m i n a n u m
813	Chamorro	to drink	40	-294	gimen	g i m e n
814	Banoni	to drink	40	525	kuː	k uː
815	Singhi	to drink	40	-294	nuoh	n u o h
816	Banggi	to drink	40	294	eŋinum	e ŋ i n u m
# 
817	Maloh	to bite	41	-63	kokot	k o k o t
818	Maloh	to bite	41	1008	siap	s i a p
819	Merina (Malagasy)	to bite	41	1071	manaikitra	m a n a i k i t r a
820	Thao	to bite	41	1177	kmirkir	k m i r k i r
821	Palauan	to bite	41	1280	baŋcʰ	b a ŋ cʰ
822	Tunjung	to bite	41	630	ŋeket	ŋ e k e t
823	Bare'e	to bite	41	1495	mama	m a m a
824	Iban	to bite	41	1567	ketup	k e t u p
825	Iban	to bite	41	1568	kanit	k a n i t
826	Berawan (Long Terawan)	to bite	41	-63	katan	k a t a n
827	Moken	to bite	41	1722	lokoːt	l o k oː t
828	Hanunoo	to bite	41	63	kagat	k a g a t
829	Wuna	to bite	41	1862	fonaː	f o n aː
830	Tetum	to bite	41	63	makːit	m a kː i t
831	Tetum	to bite	41	1891	hanisi	h a n i s i
832	Mailu	to bite	41	361	apuapu	a p u a p u
833	Tsou	to bite	41	63	boecʉ	b o e c ʉ
834	Tsou	to bite	41	2117	eoeoca	e o e o c a
835	Nias	to bite	41	2243	usu	u s u
836	Central Amis	to bite	41	63	mikarat	m i k a r a t
837	Central Amis	to bite	41	63	mikalat	m i k a l a t
838	Banoni	to bite	41	63	kanata	k a n a t a
839	Singhi	to bite	41	-63	kuːt	k uː t
840	Banggi	to bite	41	2853	nohol	n o h o l
# 
841	Maloh	to suck	42	101	manʲusuʔ	m a nʲ u s u ʔ
842	Merina (Malagasy)	to suck	42	1072	mitséntsitra	m i t s é n t s i t r a
843	Thao	to suck	42	1178	ucuc	u c u c
844	Palauan	to suck	42	1281	melmotm	m e l m o t m
845	Tunjung	to suck	42	1415	mosoʔ	m o s o ʔ
846	Bare'e	to suck	42	101	mancusu	m a n c u s u
847	Bare'e	to suck	42	101	metomi	m e t o m i
848	Berawan (Long Terawan)	to suck	42	1637	nʲinauʔ	nʲ i n a u ʔ
849	Moken	to suck	42	1723	mujoːt	m u j oː t
850	Hanunoo	to suck	42	101	sumupsup	s u m u p s u p
851	Wuna	to suck	42	756	komi	k o m i
852	Tetum	to suck	42	101	susu	s u s u
853	Mailu	to suck	42	-604	amosi	a m o s i
854	Mailu	to suck	42	1960	dorodoro	d o r o d o r o
855	Nias	to suck	42	2244	siõ	s i õ
856	Central Amis	to suck	42	2355	cuhcuh	c u h c u h
857	Chamorro	to suck	42	-101	cʰopcʰop	cʰ o p cʰ o p
858	Banoni	to suck	42	6	mutsi	m u t s i
859	Singhi	to suck	42	2757	nʲuop	nʲ u o p
860	Singhi	to suck	42	101	ŋisap	ŋ i s a p
861	Banggi	to suck	42	101	nunsup	n u n s u p
# 
862	Maloh	ear	43	726	taliŋa	t a l i ŋ a
863	Merina (Malagasy)	ear	43	726	tadinj	t a d i n j
864	Thao	ear	43	726	lharina	l h a r i n a
865	Palauan	ear	43	726	diŋ	d i ŋ
866	Tunjung	ear	43	1416	neneŋ	n e n e ŋ
867	Bare'e	ear	43	726	taliŋa	t a l i ŋ a
868	Iban	ear	43	820	pendiŋ	p e n d i ŋ
869	Berawan (Long Terawan)	ear	43	1638	adiŋ	a d i ŋ
870	Moken	ear	43	726	tetoŋ#teŋaʔ	t e t o ŋ # t e ŋ a ʔ
871	Hanunoo	ear	43	103	tuli	t u l i
872	Wuna	ear	43	231	poŋke	p o ŋ k e
873	Tetum	ear	43	629	tilun	t i l u n
874	Mailu	ear	43	1961	ope	o p e
875	Tsou	ear	43	2118	koeu	k o e u
876	Nias	ear	43	726	taliŋa	t a l i ŋ a
877	Central Amis	ear	43	726	taŋila	t a ŋ i l a
878	Central Amis	ear	43	726	taŋila	t a ŋ i l a
879	Chamorro	ear	43	726	talaŋa	t a l a ŋ a
880	Banoni	ear	43	726	taŋina	t a ŋ i n a
881	Singhi	ear	43	2758	kojit	k o j i t
# 
882	Maloh	to hear	44	754	liŋar	l i ŋ a r
883	Merina (Malagasy)	to hear	44	1073	mandré	m a n d r é
884	Thao	to hear	44	394	tunmaza	t u n m a z a
885	Palauan	to hear	44	754	orːéŋes	o rː é ŋ e s
886	Tunjung	to hear	44	1417	kəheneŋ	k ə h e n e ŋ
887	Bare'e	to hear	44	754	doŋe	d o ŋ e
888	Iban	to hear	44	754	diŋa	d i ŋ a
889	Berawan (Long Terawan)	to hear	44	1639	məneŋ	m ə n e ŋ
890	Moken	to hear	44	1724	nʲaʔiəŋ	nʲ a ʔ i ə ŋ
891	Hanunoo	to hear	44	754	dunug	d u n u g
892	Wuna	to hear	44	384	feteŋke	f e t e ŋ k e
893	Tetum	to hear	44	754	rona	r o n a
894	Mailu	to hear	44	1962	naninani	n a n i n a n i
895	Tsou	to hear	44	394	tmalʉ	t m a l ʉ
896	Nias	to hear	44	754	roŋo	r o ŋ o
897	Central Amis	to hear	44	-754	miteŋir	m i t e ŋ i r
898	Central Amis	to hear	44	-754	miteŋir	m i t e ŋ i r
899	Chamorro	to hear	44	754	huŋok	h u ŋ o k
900	Singhi	to hear	44	754	kidiŋah	k i d i ŋ a h
901	Banggi	to hear	44	754	kidoŋor	k i d o ŋ o r
# 
902	Maloh	eye	45	531	mata	m a t a
903	Thao	eye	45	531	maca	m a c a
904	Palauan	eye	45	531	mad	m a d
905	Tunjung	eye	45	1418	ueː	u eː
906	Bare'e	eye	45	531	mata	m a t a
907	Iban	eye	45	531	mata	m a t a
908	Berawan (Long Terawan)	eye	45	531	matːəh	m a tː ə h
909	Moken	eye	45	531	mataʔ	m a t a ʔ
910	Hanunoo	eye	45	531	mata	m a t a
911	Wuna	eye	45	531	mata	m a t a
912	Tetum	eye	45	531	matan	m a t a n
913	Mailu	eye	45	141	ini	i n i
914	Tsou	eye	45	531	mcoo	m c o o
915	Nias	eye	45	2245	hõrõ	h õ r õ
916	Central Amis	eye	45	531	mata	m a t a
917	Chamorro	eye	45	531	mata	m a t a
918	Banoni	eye	45	531	mata	m a t a
919	Singhi	eye	45	2759	botun	b o t u n
920	Banggi	eye	45	531	maːta	m aː t a
# 
921	Maloh	to see	46	1009	bélé	b é l é
922	Merina (Malagasy)	to see	46	570	mahita	m a h i t a
923	Thao	to see	46	1179	mrikaz	m r i k a z
924	Palauan	to see	46	1282	omés	o m é s
925	Tunjung	to see	46	1419	neaw	n e a w
926	Bare'e	to see	46	570	maŋkita	m a ŋ k i t a
927	Iban	to see	46	1569	pedaʔ	p e d a ʔ
928	Berawan (Long Terawan)	to see	46	1640	niru	n i r u
929	Moken	to see	46	1725	pənaʔ	p ə n a ʔ
930	Hanunoo	to see	46	570	makakit	m a k a k i t
931	Wuna	to see	46	1863	nofoara	n o f o a r a
932	Tetum	to see	46	64	hare	h a r e
933	Mailu	to see	46	1963	erieri	e r i e r i
934	Mailu	to see	46	1964	ioio	i o i o
935	Tsou	to see	46	570	baito	b a i t o
936	Tsou	to see	46	2119	aiti	a i t i
937	Nias	to see	46	2246	ila	i l a
938	Central Amis	to see	46	2356	maaraw	m a a r a w
939	Central Amis	to see	46	2357	maneŋneŋ	m a n e ŋ n e ŋ
940	Central Amis	to see	46	2358	mineŋneŋ	m i n e ŋ n e ŋ
941	Central Amis	to see	46	2359	miaraw	m i a r a w
942	Banoni	to see	46	497	regʰe	r e gʰ e
943	Singhi	to see	46	2760	kirin	k i r i n
# 
944	Merina (Malagasy)	to yawn	47	340	manoaka	m a n o a k a
945	Thao	to yawn	47	340	mashushuaw	m a s h u s h u a w
946	Palauan	to yawn	47	1283	uas	u a s
947	Bare'e	to yawn	47	1496	meŋaŋa	m e ŋ a ŋ a
948	Iban	to yawn	47	340	ŋuap	ŋ u a p
949	Berawan (Long Terawan)	to yawn	47	1641	əmbam	ə m b a m
950	Hanunoo	to yawn	47	1810	manlabgab	m a n l a b g a b
951	Tetum	to yawn	47	-340	maːs	m aː s
952	Mailu	to yawn	47	1965	agasa	a g a s a
953	Central Amis	to yawn	47	340	masuwaf	m a s u w a f
954	Chamorro	to yawn	47	340	magap	m a g a p
955	Banoni	to yawn	47	340	mogʰava	m o gʰ a v a
956	Banoni	to yawn	47	340	mogava	m o g a v a
957	Singhi	to yawn	47	340	kuab	k u a b
# 
958	Merina (Malagasy)	to sleep	48	219	matorj	m a t o r j
959	Thao	to sleep	48	1180	malhus	m a l h u s
960	Palauan	to sleep	48	219	durs	d u r s
961	Tunjung	to sleep	48	219	tiro	t i r o
962	Bare'e	to sleep	48	1497	ina	i n a
963	Iban	to sleep	48	1570	tindok	t i n d o k
964	Berawan (Long Terawan)	to sleep	48	219	turo	t u r o
965	Moken	to sleep	48	-219	miduːn	m i d uː n
966	Hanunoo	to sleep	48	219	maturug	m a t u r u g
967	Wuna	to sleep	48	774	nolodo	n o l o d o
968	Tetum	to sleep	48	214	toba	t o b a
969	Mailu	to sleep	48	-647	uiui	u i u i
970	Tsou	to sleep	48	2120	oeŋʉ́tʉ	o e ŋ ʉ́ t ʉ
971	Nias	to sleep	48	2247	mõrõ	m õ r õ
972	Central Amis	to sleep	48	2360	futiq	f u t i q
973	Central Amis	to sleep	48	2361	mafutiʕ	m a f u t i ʕ
